run_id,histories,seed,returncode,started_at_utc,finished_at_utc,elapsed_s,fluka_executable,fluka_executable_sha256,input,input_sha256,source_mode,parent_list,parent_list_sha256,no_sim_gz_replay,raw_deposits_file,event_totals_file,scoring_closure_status
phase3_cu64_common_fluka_seed24066800_n1000,1000,24066800,0,2026-06-25T11:58:20.111200+00:00,2026-06-25T11:58:25.982026+00:00,5.870706796646118,/home/ubuntu/Fluka_TES_511_Balloon/engineering/crosscode_delayed_closure_20260625/03_full_geometry_same_source/fluka_cu64_common_raw_smoke_1k/scoring_routines/fluka_delayed_raw,c4d9db66ddea3ceca73e9420047a7ac5467e76d3506f8e951d7e4b2908eba096,/home/ubuntu/Fluka_TES_511_Balloon/engineering/crosscode_delayed_closure_20260625/03_full_geometry_same_source/fluka_cu64_common_raw_smoke_1k/fluka_run/phase3_cu64_common_raw.inp,c54a9550bf48f2a7e45b96d2538735a299fdd47f2cd71eef049987613b921cdf,phase3_cu64_common_parent_resampling,/home/ubuntu/Fluka_TES_511_Balloon/engineering/crosscode_delayed_closure_20260625/03_full_geometry_same_source/full_untracked/cu64_parent_resampling_1e6.csv,a2b5dbb883e49e16154290c0275561f41a6799f3753f4396262ad07f291a3975,True,/home/ubuntu/Fluka_TES_511_Balloon/engineering/crosscode_delayed_closure_20260625/03_full_geometry_same_source/fluka_cu64_common_raw_smoke_1k/fluka_run/phase3_cu64_common_raw001_raw_deposits_tmp.csv,/home/ubuntu/Fluka_TES_511_Balloon/engineering/crosscode_delayed_closure_20260625/03_full_geometry_same_source/fluka_cu64_common_raw_smoke_1k/fluka_run/phase3_cu64_common_raw001_event_totals_tmp.csv,PASS
