event_id,parent_Z,parent_A,parent_isomer,particle_code,kinetic_energy_keV,time_s,dir_x,dir_y,dir_z,x_cm,y_cm,z_cm,weight,track_generation,iprod,iaztrk
36,29,64,0,3,2.31219407E+02,5.18017764E+04,-3.01753757E-01,1.16246003E-01,-9.46272443E-01,-3.01753757E-01,1.16246003E-01,-9.46272443E-01,1.00000000E+00,2,2,29064
36,29,64,0,3,6.53999996E+00,5.18017764E+04,-8.77843652E-01,2.99439397E-01,3.73800173E-01,-8.77843652E-01,2.99439397E-01,3.73800173E-01,1.00000000E+00,2,2,29064
37,29,64,0,3,1.61423986E+02,4.45943172E+04,2.83905705E-01,-9.58777570E-01,1.19633565E-02,2.83905705E-01,-9.58777570E-01,1.19633565E-02,1.00000000E+00,2,2,29064
38,29,64,0,3,8.39999984E-01,2.90403688E+04,-8.05152905E-01,-1.49428437E-02,5.92879002E-01,-8.05152905E-01,-1.49428437E-02,5.92879002E-01,1.00000000E+00,2,2,29064
39,29,64,0,3,1.39401185E+02,1.76341698E+04,-1.28803314E-01,4.33271926E-01,-8.92011852E-01,-1.28803314E-01,4.33271926E-01,-8.92011852E-01,1.00000000E+00,2,2,29064
39,29,64,0,3,6.53999996E+00,1.76341698E+04,-7.39284697E-01,-1.97822075E-01,-6.43680482E-01,-7.39284697E-01,-1.97822075E-01,-6.43680482E-01,1.00000000E+00,2,2,29064
40,29,64,0,3,8.39999984E-01,2.20243957E+04,8.49766631E-01,-3.19263755E-01,4.19484597E-01,8.49766631E-01,-3.19263755E-01,4.19484597E-01,1.00000000E+00,2,2,29064
41,29,64,0,3,2.44645959E+02,3.44195195E+04,7.83602744E-01,-1.92797108E-01,5.90589548E-01,7.83602744E-01,-1.92797108E-01,5.90589548E-01,1.00000000E+00,2,2,29064
42,29,64,0,3,8.39999984E-01,3.29251497E+03,-1.63746286E-01,-9.59734551E-01,-2.28247117E-01,-1.63746286E-01,-9.59734551E-01,-2.28247117E-01,1.00000000E+00,2,2,29064
43,29,64,0,3,8.39999984E-01,8.31493256E+04,5.03245614E-01,1.77840597E-01,-8.45645655E-01,5.03245614E-01,1.77840597E-01,-8.45645655E-01,1.00000000E+00,2,2,29064
44,29,64,0,3,8.39999984E-01,2.87297829E+05,6.20568752E-01,5.44762820E-01,-5.64028275E-01,6.20568752E-01,5.44762820E-01,-5.64028275E-01,1.00000000E+00,2,2,29064
45,29,64,0,3,1.46760205E+02,1.86416283E+05,-2.48569883E-01,3.53759417E-01,-9.01702439E-01,-2.48569883E-01,3.53759417E-01,-9.01702439E-01,1.00000000E+00,2,2,29064
45,29,64,0,3,6.53999996E+00,1.86416283E+05,5.50465109E-01,7.67956269E-01,3.27461955E-01,5.50465109E-01,7.67956269E-01,3.27461955E-01,1.00000000E+00,2,2,29064
46,29,64,0,3,2.59102738E+02,5.52806124E+04,5.31065311E-01,8.44183850E-01,-7.29606909E-02,5.31065311E-01,8.44183850E-01,-7.29606909E-02,1.00000000E+00,2,2,29064
47,29,64,0,3,2.08845059E+02,6.33116458E+02,-2.98821004E-01,3.13735149E-01,9.01263704E-01,-2.98821004E-01,3.13735149E-01,9.01263704E-01,1.00000000E+00,2,2,29064
48,29,64,0,3,2.10845322E+02,4.07240201E+04,-1.19246777E-01,-9.92675818E-01,-1.93630013E-02,-1.19246777E-01,-9.92675818E-01,-1.93630013E-02,1.00000000E+00,2,2,29064
48,29,64,0,3,6.53999996E+00,4.07240201E+04,3.88436957E-01,8.67174596E-01,-3.11648761E-01,3.88436957E-01,8.67174596E-01,-3.11648761E-01,1.00000000E+00,2,2,29064
49,29,64,0,3,1.45972876E+02,1.75465315E+04,-3.09142173E-01,8.95652898E-02,9.46788876E-01,-3.09142173E-01,8.95652898E-02,9.46788876E-01,1.00000000E+00,2,2,29064
49,29,64,0,3,6.53999996E+00,1.75465315E+04,7.04428671E-01,5.61463872E-01,4.34210282E-01,7.04428671E-01,5.61463872E-01,4.34210282E-01,1.00000000E+00,2,2,29064
50,29,64,0,3,8.39999984E-01,6.72426537E+04,-8.65770093E-01,-1.25741666E-01,-4.84387428E-01,-8.65770093E-01,-1.25741666E-01,-4.84387428E-01,1.00000000E+00,2,2,29064
51,29,64,0,3,8.39999984E-01,1.31251794E+05,-6.26379329E-01,6.07643926E-01,-4.88280447E-01,-6.26379329E-01,6.07643926E-01,-4.88280447E-01,1.00000000E+00,2,2,29064
52,29,64,0,3,2.90650231E+02,1.01395405E+04,-4.68008266E-01,8.83722553E-01,1.64714687E-03,-4.68008266E-01,8.83722553E-01,1.64714687E-03,1.00000000E+00,2,2,29064
52,29,64,0,3,6.53999996E+00,1.01395405E+04,7.78855474E-01,4.55124380E-01,4.31562219E-01,7.78855474E-01,4.55124380E-01,4.31562219E-01,1.00000000E+00,2,2,29064
53,29,64,0,3,8.39999984E-01,1.68534671E+05,9.80216268E-01,1.85591917E-01,-6.87874093E-02,9.80216268E-01,1.85591917E-01,-6.87874093E-02,1.00000000E+00,2,2,29064
54,29,64,0,3,8.39999984E-01,4.65688173E+04,3.00646658E-01,5.81734452E-01,-7.55775506E-01,3.00646658E-01,5.81734452E-01,-7.55775506E-01,1.00000000E+00,2,2,29064
55,29,64,0,3,1.02165038E+02,4.92208397E+04,-1.72158916E-01,1.64009707E-01,9.71319784E-01,-1.72158916E-01,1.64009707E-01,9.71319784E-01,1.00000000E+00,2,2,29064
55,29,64,0,3,6.53999996E+00,4.92208397E+04,6.18338495E-02,8.45309644E-02,-9.94500423E-01,6.18338495E-02,8.45309644E-02,-9.94500423E-01,1.00000000E+00,2,2,29064
