code,stage,source_volume,carrier_key,histories,hit_rows,deposit_keV_sum
megalib,raw,Cu_SubstrateSupport_OpenRing_L1_YM_panel,MEGAlib:gamma|e+|annihil|compt,2,3,0.53611
megalib,raw,Cu_50mK_StillLike_Can_side_wall_above_side_port,MEGAlib:gamma|gamma|phot|compt,2,2,0.27862
megalib,raw,Cu_ColdFinger_OffAxis_YP_ZP_from_Disk_to_Stem,MEGAlib:gamma|e+|annihil|compt,2,2,0.07593
megalib,raw,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,MEGAlib:e-|gamma|phot|Transportation,2,3,0.005792321
megalib,raw,Cu_MXC_Clamp_Pad_YP_ZP_for_OffAxisStem,MEGAlib:e-|gamma|phot|eIoni,1,5,496.46268000000003
megalib,raw,Cu_ColdFinger_Stem_YM_ZM_to_MXC,MEGAlib:e-|gamma|phot|eIoni,1,3,488.67289999999997
megalib,raw,DR_Capillary_CuNi_CP_Still,MEGAlib:e-|gamma|phot|eIoni,1,4,422.2729
megalib,raw,Cu_ColdFinger_Stem_YP_ZM_to_MXC,MEGAlib:e-|gamma|phot|eIoni,1,4,402.38192
megalib,raw,Cu_ColdFinger_OffAxis_YM_ZP_from_Disk_to_Stem,MEGAlib:e-|gamma|phot|eIoni,1,3,399.76930000000004
megalib,raw,Cu_ColdFinger_OffAxis_YP_ZP_from_Disk_to_Stem,MEGAlib:e-|gamma|phot|msc,1,20,376.26296499999995
megalib,raw,DR_Capillary_CuNi_Still_4K,MEGAlib:e-|gamma|compt|eIoni,1,2,357.8759
megalib,raw,DR_Capillary_CuNi_MXC_CP,MEGAlib:e-|gamma|phot|eIoni,1,3,318.36510000000004
megalib,raw,DR_Still_Pot_Cu,MEGAlib:e-|gamma|compt|eIoni,1,3,275.33806
megalib,raw,Cu_ColdFinger_Stem_YP_ZP_to_MXC,MEGAlib:e-|gamma|phot|eIoni,1,4,260.42088
megalib,raw,Cu_SubstrateSupport_OpenRing_L3_YM_panel,MEGAlib:e-|gamma|phot|msc,1,86,245.35641336600003
megalib,raw,Cu_ColdFinger_Stem_YP_ZP_to_MXC,MEGAlib:e-|gamma|compt|eIoni,1,2,243.34670999999997
megalib,raw,Cu_SubstrateSupport_OpenRing_L3_ZM_panel,MEGAlib:e-|gamma|phot|msc,1,10,229.098858
megalib,raw,Cu_SubstrateSupport_OpenRing_L4_YP_panel,MEGAlib:e-|gamma|compt|eBrem,1,2,212.47978
megalib,raw,DR_Still_Pot_Cu,MEGAlib:e-|gamma|phot|eIoni,1,3,203.77007
megalib,raw,ColdPlate_Still_0p7K,MEGAlib:e-|gamma|compt|msc,1,32,185.81016151400004
megalib,raw,DR_Capillary_CuNi_MXC_CP,MEGAlib:e-|gamma|compt|eIoni,1,2,178.97298
megalib,raw,Cu_ColdFinger_OffAxis_YM_ZM_from_Disk_to_Stem,MEGAlib:e-|gamma|phot|eBrem,1,2,171.830241
megalib,raw,Cu_50mK_StillLike_Can_side_wall_below_side_port,MEGAlib:e-|gamma|compt|msc,1,17,150.990597
megalib,raw,Cu_SubstrateSupport_OpenRing_L3_ZM_panel,MEGAlib:e-|e-|eIoni|eIoni,1,1,145.3597
megalib,raw,Cu_SubstrateSupport_OpenRing_L4_ZM_panel,MEGAlib:e-|gamma|phot|eBrem,1,1,140.0144
megalib,raw,DR_Capillary_CuNi_Still_4K,MEGAlib:e-|gamma|phot|eIoni,1,2,130.21089
megalib,raw,Cu_ColdFinger_OffAxis_YP_ZP_from_Disk_to_Stem,MEGAlib:e-|gamma|phot|eBrem,1,1,127.2304
megalib,raw,Cu_SubstrateSupport_OpenRing_L2_YM_panel,MEGAlib:e-|gamma|phot|msc,1,10,126.71998200000002
megalib,raw,DR_Continuous_HEX_CuNi_CP_to_Still,MEGAlib:e-|gamma|phot|msc,1,11,121.869599
megalib,raw,Cu_SubstrateSupport_OpenRing_L1_ZP_panel,MEGAlib:e-|gamma|compt|eIoni,1,1,100.7139
megalib,raw,Cu_ColdFinger_OffAxis_YM_ZP_from_Disk_to_Stem,MEGAlib:e-|e-|eIoni|eIoni,1,1,89.69444
megalib,raw,Cu_ColdFinger_Stem_YP_ZM_to_MXC,MEGAlib:e-|e-|eIoni|eIoni,1,1,87.08176
megalib,raw,Cu_SubstrateSupport_OpenRing_L1_ZP_panel,MEGAlib:e-|e-|eIoni|eIoni,1,1,82.52624
megalib,raw,DR_Continuous_HEX_CuNi_CP_to_Still,MEGAlib:e-|e-|eIoni|eIoni,1,1,79.13219
megalib,raw,DR_Capillary_CuNi_CP_Still,MEGAlib:e-|e-|eIoni|eIoni,1,1,74.64377
megalib,raw,ColdPlate_4K,MEGAlib:e-|e-|eIoni|eIoni,1,1,71.9598
megalib,raw,Cu_SubstrateSupport_OpenRing_L2_YP_panel,MEGAlib:e-|e-|eIoni|eBrem,1,1,70.61926
megalib,raw,ColdPlate_Still_0p7K,MEGAlib:e-|e-|eIoni|eIoni,1,1,67.88337
megalib,raw,DR_MixingChamber_Cu,MEGAlib:e-|gamma|compt|msc,1,6,63.00625300000001
megalib,raw,Cu_SubstrateSupport_OpenRing_L4_YP_panel,MEGAlib:e-|gamma|compt|msc,1,7,61.680730999999994
megalib,raw,ColdPlate_4K,MEGAlib:e-|gamma|compt|eBrem,1,1,57.93612
megalib,raw,DR_Continuous_HEX_CuNi_CP_to_Still,MEGAlib:e-|gamma|phot|eBrem,1,1,55.3208
megalib,raw,Cu_SubstrateSupport_OpenRing_L3_ZP_panel,MEGAlib:e-|e-|eIoni|eIoni,1,1,55.21404
megalib,raw,ColdPlate_4K,MEGAlib:e-|gamma|phot|eBrem,1,1,48.24714
megalib,raw,Cu_SubstrateSupport_OpenRing_L2_ZP_panel,MEGAlib:e-|gamma|compt|msc,1,4,38.678884
megalib,raw,Cu_SubstrateSupport_OpenRing_L4_ZP_panel,MEGAlib:e-|gamma|compt|msc,1,5,35.856275
megalib,raw,Cu_SubstrateSupport_OpenRing_L2_YP_panel,MEGAlib:e-|gamma|phot|msc,1,4,33.474033
megalib,raw,Cu_50mK_StillLike_Can_side_wall_below_side_port,MEGAlib:e-|e-|eIoni|eBrem,1,1,27.09418
megalib,raw,DR_Continuous_HEX_CuNi_MXC_to_CP,MEGAlib:e-|e-|eIoni|eBrem,1,1,24.5096
megalib,raw,ColdPlate_MXC_50mK_SD_anchor,MEGAlib:e-|e-|eIoni|msc,1,10,23.46379
megalib,raw,Cu_ColdFinger_OffAxis_YM_ZM_from_Disk_to_Stem,MEGAlib:gamma|e-|eBrem|phot,1,2,21.535200000000003
megalib,raw,Cu_SubstrateSupport_SolidDisk_L0_deepest,MEGAlib:e-|e-|eIoni|eBrem,1,1,16.46524
megalib,raw,Cu_MXC_Clamp_Pad_YP_ZP_for_OffAxisStem,MEGAlib:gamma|gamma|phot|phot,1,2,12.5639
megalib,raw,DR_Capillary_CuNi_Still_4K,MEGAlib:gamma|gamma|phot|phot,1,1,11.656
megalib,raw,Cu_ColdFinger_OffAxis_YM_ZP_from_Disk_to_Stem,MEGAlib:gamma|gamma|phot|phot,1,1,11.656
megalib,raw,Cu_SubstrateSupport_OpenRing_L4_ZM_panel,MEGAlib:gamma|gamma|compt|phot,1,1,11.656
megalib,raw,Cu_ColdFinger_Stem_YP_ZM_to_MXC,MEGAlib:gamma|gamma|phot|phot,1,1,11.656
megalib,raw,DR_Still_Pot_Cu,MEGAlib:gamma|gamma|phot|phot,1,1,11.656
megalib,raw,DR_Capillary_CuNi_Still_4K,MEGAlib:gamma|e+|annihil|phot,1,1,11.163
megalib,raw,DR_MixingChamber_Cu,MEGAlib:gamma|gamma|compt|phot,1,1,11.163
megalib,raw,Cu_SubstrateSupport_OpenRing_L2_YM_panel,MEGAlib:gamma|e-|eIoni|phot,1,1,11.163
megalib,raw,DR_Continuous_HEX_CuNi_CP_to_Still,MEGAlib:gamma|e-|eBrem|phot,1,1,11.163
megalib,raw,Cu_ColdFinger_Stem_YM_ZM_to_MXC,MEGAlib:gamma|e+|annihil|phot,1,1,11.163
megalib,raw,Cu_ColdFinger_Stem_YM_ZM_to_MXC,MEGAlib:gamma|gamma|phot|phot,1,1,11.163
megalib,raw,Cu_SubstrateSupport_OpenRing_L3_YM_panel,MEGAlib:gamma|e-|eBrem|phot,1,1,11.163
megalib,raw,DR_Still_Pot_Cu,MEGAlib:gamma|gamma|compt|phot,1,1,11.163
megalib,raw,Cu_50mK_StillLike_Can_bottom_cap_2mm,MEGAlib:e-|e-|eIoni|msc,1,3,10.600372
megalib,raw,Cu_SubstrateSupport_SolidDisk_L0_deepest,MEGAlib:gamma|e-|eBrem|compt,1,2,10.433850000000001
megalib,raw,Cu_SubstrateSupport_OpenRing_L3_ZP_panel,MEGAlib:gamma|gamma|compt|phot,1,1,9.8792
megalib,raw,DR_Capillary_CuNi_MXC_CP,MEGAlib:gamma|e+|annihil|phot,1,1,9.8792
megalib,raw,Cu_ColdFinger_OffAxis_YM_ZP_from_Disk_to_Stem,MEGAlib:gamma|e+|annihil|phot,1,1,9.8792
megalib,raw,DR_Capillary_CuNi_CP_Still,MEGAlib:gamma|e+|annihil|phot,1,1,9.8792
megalib,raw,Cu_SubstrateSupport_OpenRing_L5_ZP_panel,MEGAlib:gamma|gamma|compt|phot,1,1,9.8792
megalib,raw,Cu_ColdFinger_Stem_YP_ZM_to_MXC,MEGAlib:gamma|e+|annihil|phot,1,1,9.8792
megalib,raw,ColdPlate_CP_100mK_intercept,MEGAlib:gamma|gamma|compt|phot,1,1,9.8792
megalib,raw,Cu_ColdFinger_OffAxis_YP_ZP_from_Disk_to_Stem,MEGAlib:gamma|e-|eBrem|phot,1,1,9.8792
megalib,raw,DR_Still_Pot_Cu,MEGAlib:gamma|e+|annihil|compt,1,3,6.8877
megalib,raw,Cu_SubstrateSupport_OpenRing_L3_YM_panel,MEGAlib:e-|gamma|phot|eBrem,1,1,5.844736
megalib,raw,Cu_ColdFinger_Stem_YP_ZP_to_MXC,MEGAlib:gamma|gamma|phot|phot,1,3,5.3768199999999995
megalib,raw,ColdPlate_4K,MEGAlib:gamma|e-|eIoni|phot,1,2,4.3682
megalib,raw,DR_Capillary_CuNi_MXC_CP,MEGAlib:gamma|gamma|phot|phot,1,2,3.5439
megalib,raw,Cu_SubstrateSupport_OpenRing_L3_ZM_panel,MEGAlib:gamma|e-|eIoni|phot,1,1,2.6847
megalib,raw,Cu_SubstrateSupport_OpenRing_L2_YP_panel,MEGAlib:gamma|e-|eIoni|phot,1,1,2.6847
megalib,raw,Cu_SubstrateSupport_OpenRing_L1_YM_panel,MEGAlib:gamma|e-|eIoni|phot,1,1,2.4614
megalib,raw,DR_Capillary_CuNi_CP_Still,MEGAlib:gamma|gamma|phot|phot,1,1,2.4614
megalib,raw,Cu_SubstrateSupport_OpenRing_L2_ZP_panel,MEGAlib:gamma|gamma|compt|phot,1,1,2.1841
megalib,raw,DR_Still_Pot_Cu,MEGAlib:gamma|e+|annihil|phot,1,1,2.1841
megalib,raw,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,MEGAlib:gamma|gamma|compt|phot,1,1,2.1841
megalib,raw,Cu_SubstrateSupport_OpenRing_L4_ZM_panel,MEGAlib:gamma|e-|eBrem|phot,1,1,1.8023
megalib,raw,DR_Capillary_CuNi_CP_Still,MEGAlib:gamma|e-|eIoni|phot,1,1,1.7416
megalib,raw,Cu_SubstrateSupport_OpenRing_L4_YP_panel,MEGAlib:gamma|e-|eIoni|phot,1,1,1.7416
megalib,raw,Cu_MXC_Clamp_Pad_YP_ZP_for_OffAxisStem,MEGAlib:gamma|e-|eIoni|phot,1,1,1.7416
megalib,raw,Cu_ColdFinger_Stem_YP_ZP_to_MXC,MEGAlib:gamma|e+|annihil|phot,1,1,1.7416
megalib,raw,Cu_SubstrateSupport_OpenRing_L5_YP_panel,MEGAlib:gamma|e-|eIoni|phot,1,1,0.39736
megalib,raw,Cu_50mK_StillLike_Can_side_wall_below_side_port,MEGAlib:gamma|gamma|compt|compt,1,1,0.39736
megalib,raw,Cu_SubstrateSupport_OpenRing_L5_ZP_panel,MEGAlib:gamma|gamma|phot|compt,1,1,0.39736
megalib,raw,ColdPlate_Still_0p7K,MEGAlib:gamma|gamma|compt|phot,1,1,0.24248
megalib,raw,DR_Capillary_CuNi_MXC_CP,MEGAlib:gamma|e+|annihil|compt,1,2,0.23773
megalib,raw,Cu_50mK_StillLike_Can_side_wall_below_side_port,MEGAlib:gamma|e-|eBrem|compt,1,1,0.23072
megalib,raw,Cu_50mK_StillLike_Can_bottom_cap_2mm,MEGAlib:gamma|e-|eBrem|compt,1,1,0.23072
megalib,raw,Cu_MXC_Clamp_Pad_YP_ZP_for_OffAxisStem,MEGAlib:gamma|e+|annihil|phot,1,1,0.23072
megalib,raw,Cu_ColdFinger_Stem_YP_ZP_to_MXC,MEGAlib:gamma|e+|annihil|compt,1,2,0.11285
megalib,raw,DR_Capillary_CuNi_Still_4K,MEGAlib:gamma|e+|annihil|compt,1,2,0.09304
megalib,raw,ColdPlate_CP_100mK_intercept,MEGAlib:gamma|gamma|phot|compt,1,1,0.07881
megalib,raw,Cu_SubstrateSupport_OpenRing_L3_ZM_panel,MEGAlib:gamma|e-|eBrem|compt,1,1,0.05115
megalib,raw,ColdPlate_MXC_50mK_SD_anchor,MEGAlib:gamma|e-|eBrem|compt,1,1,0.04189
megalib,raw,Cu_SubstrateSupport_SolidDisk_L0_deepest,MEGAlib:e-|gamma|compt|Transportation,1,6,0.024035411000000003
megalib,raw,Cu_SubstrateSupport_OpenRing_L3_YM_panel,MEGAlib:e-|gamma|phot|Transportation,1,6,0.0214245376
megalib,raw,ColdPlate_Still_0p7K,MEGAlib:e-|gamma|phot|Transportation,1,6,0.019655904999999998
megalib,raw,ColdPlate_4K,MEGAlib:e-|gamma|phot|Transportation,1,3,0.0124778179
megalib,raw,Cu_50mK_StillLike_Can_side_wall_above_side_port,MEGAlib:e-|gamma|compt|Transportation,1,2,0.010817745
megalib,raw,ColdPlate_Still_0p7K,MEGAlib:e-|gamma|compt|Transportation,1,2,0.007342227
megalib,raw,Cu_SubstrateSupport_OpenRing_L5_YP_panel,MEGAlib:gamma|gamma|phot|compt,1,1,0.00701
megalib,raw,Cu_SubstrateSupport_OpenRing_L1_ZP_panel,MEGAlib:gamma|e+|annihil|compt,1,1,0.00701
megalib,raw,Cu_SubstrateSupport_OpenRing_L3_ZP_panel,MEGAlib:e-|gamma|phot|Transportation,1,2,0.0068060131
megalib,raw,Cu_SubstrateSupport_OpenRing_L4_ZM_panel,MEGAlib:e-|gamma|phot|Transportation,1,2,0.0054432687
megalib,raw,Cu_50mK_StillLike_Can_bottom_cap_2mm,MEGAlib:e-|gamma|compt|Transportation,1,1,0.003802421
megalib,raw,Cu_SubstrateSupport_OpenRing_L3_ZP_panel,MEGAlib:e-|gamma|compt|Transportation,1,1,0.0009522078
