run_id,histories,seed,returncode,started_at_utc,finished_at_utc,elapsed_s,fluka_executable,fluka_executable_sha256,input,input_sha256,source_mode,eventlist,weights,selected_activity_Bq,raw_deposits_file,event_totals_file,scoring_closure_status
delayed_isotope_seed24066200_n254704,254704,24066200,0,2026-06-25T04:36:44.314845+00:00,2026-06-25T04:47:21.911394+00:00,637.5965204238892,/home/ubuntu/Fluka_TES_511_Balloon/work_fluka_harness/delayed_isotope_source_full254704/scoring_routines/fluka_delayed_raw,b95531f8d5869a3af7314443e4542f9baa74007535e23cd4a9aa1659179fbf96,/home/ubuntu/Fluka_TES_511_Balloon/work_fluka_harness/delayed_isotope_source_full254704/fluka_run/delayed_isotope_raw.inp,f026fd339e2d3eee2a0450df6ad582176eab20750fead2681e5f5dfc9b5f2af0,delayed_source_v2_weighted_exact_position_isotope_eventlist,/home/ubuntu/TES_511_Balloon/engineering/delayed_source_authority_v2_20260624/04_custom_source_v2/source_v2_eventlist.dat,/home/ubuntu/TES_511_Balloon/engineering/delayed_source_authority_v2_20260624/04_custom_source_v2/source_v2_event_weights.csv,86.9998420669958,/home/ubuntu/Fluka_TES_511_Balloon/work_fluka_harness/delayed_isotope_source_full254704/fluka_run/delayed_isotope_raw001_raw_deposits_tmp.csv,/home/ubuntu/Fluka_TES_511_Balloon/work_fluka_harness/delayed_isotope_source_full254704/fluka_run/delayed_isotope_raw001_event_totals_tmp.csv,PASS
