event_id,detector,x_cm,y_cm,z_cm,deposit_keV,time_s
4620,3,0.0,0.0,3.00858,340.78512,0.0
4667,3,0.0,0.0,3.00557,511.0,0.0
4677,3,0.0,0.0,2.95948,124.75148,0.0
4690,3,0.0,0.0,2.98107,323.81686,0.0
4732,3,0.0,0.0,2.97206,233.14177,0.0
4813,3,0.0,0.0,2.951,511.0,0.0
4830,3,0.0,0.0,3.02459,278.73159,0.0
4869,3,0.0,0.0,3.04262,453.3142,0.0
4890,3,0.0,0.0,2.98817,423.46851,0.0
4891,3,0.0,0.0,3.00364,511.0,0.0
4913,3,0.0,0.0,2.97898,201.24209,0.0
4959,3,0.0,0.0,2.95415,98.46489,0.0
4966,3,0.0,0.0,2.99102,213.93441,0.0
4978,3,0.0,0.0,3.01593,328.82343,0.0
5020,3,0.0,0.0,3.01962,203.89502,0.0
5069,3,0.0,0.0,2.99105,286.21884,0.0
5076,3,0.0,0.0,2.95433,203.5174,0.0
5084,3,0.0,0.0,2.97686,323.54016,0.0
5097,3,0.0,0.0,3.00385,14.26647,0.0
5113,3,0.0,0.0,3.02876,240.77283,0.0
5120,3,0.0,0.0,3.02167,359.4548,0.0
5127,3,0.0,0.0,3.02458,154.8348,0.0
5152,3,0.0,0.0,3.03745,212.72963,0.0
5214,3,0.0,0.0,2.99789,509.93329,0.0
5292,3,0.0,0.0,2.98004,286.05631,0.0
5345,3,0.0,0.0,2.96619,511.0,0.0
5349,3,0.0,0.0,3.03176,511.0,0.0
5420,3,0.0,0.0,3.03236,128.55742,0.0
5429,3,0.0,0.0,2.98998,290.80264,0.0
5482,3,0.0,0.0,2.95337,37.3051,0.0
5502,3,0.0,0.0,2.99374,330.82431,0.0
5624,3,0.0,0.0,3.02746,511.0,0.0
5640,3,0.0,0.0,3.00684,47.45375,0.0
5649,3,0.0,0.0,2.96453,51.6221,0.0
5657,3,0.0,0.0,2.95713,232.45937,0.0
5783,3,0.0,0.0,3.01036,511.0,0.0
5846,3,0.0,0.0,2.98395,82.09384,0.0
5891,3,0.0,0.0,2.95721,65.42089,0.0
