primary_id,source_event_id,pair_id,pair_member,family,particle,fluka_particle_code,megalib_particle_code,kinetic_energy_keV,x_cm,y_cm,z_cm,dir_x,dir_y,dir_z,pol_x,pol_y,pol_z,weight,concurrent_with_previous,seed,source_note
100008,100008,pair511_000004,2,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,0.33839780340601583,0.6889234040667055,0.640992566243265,-0.8975650043736643,0.44088214176092894,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100009,100009,pair511_000005,1,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,0.8347815434316478,0.44351196662443104,0.32624670144969375,-0.4691835010698818,0.8831006977258076,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100010,100010,pair511_000005,2,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,-0.8347815434316478,-0.44351196662443104,-0.32624670144969375,0.4691835010698818,-0.8831006977258076,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100011,100011,pair511_000006,1,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,0.32442812815492006,0.9124833415761955,-0.24923992659250027,-0.9422180777904393,0.3350001401266716,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100012,100012,pair511_000006,2,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,-0.32442812815492006,-0.9124833415761955,0.24923992659250027,0.9422180777904393,-0.3350001401266716,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100013,100013,pair511_000007,1,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,-0.9116477255770044,-0.0486614798359595,-0.4080814683742078,0.05330162532546585,-0.9985784579779716,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100014,100014,pair511_000007,2,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,0.9116477255770044,0.0486614798359595,0.4080814683742078,-0.05330162532546585,0.9985784579779716,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100015,100015,pair511_000008,1,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,-0.8193273940176192,-0.24823474156627828,-0.5167998979216424,0.28995787534447837,-0.9570394090766148,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100016,100016,pair511_000008,2,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,0.8193273940176192,0.24823474156627828,0.5167998979216424,-0.28995787534447837,0.9570394090766148,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100017,100017,pair511_000009,1,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,-0.24839218130691773,0.9620232457019526,-0.11319275151118059,-0.9682461173667894,-0.249998912405909,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100018,100018,pair511_000009,2,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,0.24839218130691773,-0.9620232457019526,0.11319275151118059,0.9682461173667894,0.249998912405909,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100019,100019,pair511_000010,1,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,-0.25889341670673677,-0.5328809656037352,-0.8056128569500011,0.8994646917847634,-0.43699344186445277,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100020,100020,pair511_000010,2,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,0.25889341670673677,0.5328809656037352,0.8056128569500011,-0.8994646917847634,0.43699344186445277,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
100021,100021,pair511_000011,1,pair511_gamma,gamma,7,1,511.0,0.0,0.0,0.0,0.3361541800923826,-0.3216618474995705,-0.8851745720871003,0.6913607644173628,0.7225097185673282,0.0,1.0,0,24066701,Back-to-back pair row; T0 transports rows independently
