code,event_id,family,primary_particle,ta_deposit_keV
FLUKA,18024,mono511_gamma,gamma,107.688826
FLUKA,18058,mono511_gamma,gamma,134.470463
FLUKA,18068,mono511_gamma,gamma,511.0
FLUKA,18248,mono511_gamma,gamma,176.910581
FLUKA,18285,mono511_gamma,gamma,105.113593
FLUKA,18299,mono511_gamma,gamma,511.0
FLUKA,18363,mono511_gamma,gamma,136.73722
MEGAlib,64,mono511_gamma,gamma,229.47639
MEGAlib,78,mono511_gamma,gamma,295.68351
MEGAlib,149,mono511_gamma,gamma,191.89744
MEGAlib,218,mono511_gamma,gamma,213.89863
MEGAlib,297,mono511_gamma,gamma,390.74223
MEGAlib,298,mono511_gamma,gamma,55.92831
MEGAlib,376,mono511_gamma,gamma,103.92956
MEGAlib,482,mono511_gamma,gamma,216.58577
MEGAlib,535,mono511_gamma,gamma,118.35088
MEGAlib,549,mono511_gamma,gamma,330.00478
MEGAlib,710,mono511_gamma,gamma,230.91167
MEGAlib,732,mono511_gamma,gamma,511.0
MEGAlib,740,mono511_gamma,gamma,511.0
MEGAlib,780,mono511_gamma,gamma,128.48075
MEGAlib,783,mono511_gamma,gamma,120.31794
MEGAlib,810,mono511_gamma,gamma,40.27114
MEGAlib,817,mono511_gamma,gamma,178.5119
MEGAlib,833,mono511_gamma,gamma,237.58829
MEGAlib,843,mono511_gamma,gamma,511.0
MEGAlib,896,mono511_gamma,gamma,305.09204
MEGAlib,922,mono511_gamma,gamma,120.23999
MEGAlib,936,mono511_gamma,gamma,511.0
MEGAlib,972,mono511_gamma,gamma,511.0
MEGAlib,980,mono511_gamma,gamma,342.33842
MEGAlib,994,mono511_gamma,gamma,511.0
MEGAlib,1006,mono511_gamma,gamma,167.43231
MEGAlib,1013,mono511_gamma,gamma,138.31789
MEGAlib,1023,mono511_gamma,gamma,220.40374
MEGAlib,1065,mono511_gamma,gamma,511.0
MEGAlib,1125,mono511_gamma,gamma,138.58357
MEGAlib,1162,mono511_gamma,gamma,511.0
MEGAlib,1284,mono511_gamma,gamma,202.68361
MEGAlib,1340,mono511_gamma,gamma,108.68484
MEGAlib,1347,mono511_gamma,gamma,155.98053
MEGAlib,1377,mono511_gamma,gamma,169.21627
MEGAlib,1386,mono511_gamma,gamma,107.64985
