histories,seed,returncode,started_at_utc,finished_at_utc,elapsed_s,source_mode,stop_condition,pre_trigger_mode,parent_list,parent_list_sha256,geometry,geometry_sha256,detectors,detectors_sha256,eventlist,eventlist_sha256,source,source_sha256,sim_file,sim_file_generated,sim_event_count,raw_hit_rows,run_products_retained,cosima_log,no_sim_gz_replay
1000,24066900,0,2026-06-25T12:25:13Z,2026-06-25T12:25:17Z,3.9967398643493652,phase3_cu64_common_parent_resampling,Events,Everything,/home/ubuntu/Fluka_TES_511_Balloon/engineering/crosscode_delayed_closure_20260625/03_full_geometry_same_source/full_untracked/cu64_parent_resampling_1e6.csv,a2b5dbb883e49e16154290c0275561f41a6799f3753f4396262ad07f291a3975,/home/ubuntu/TES_511_Balloon/outputs/geometry/DEMO2_DR_v3p5_user_cylmag_redesign_multiholeW_fix5_20260621_megalib_proxy/DEMO2_DR_v3p5_minpatch_centerfinger_megalib_proxy.geo.setup,f6ee8c36f45b6a66efa5544daf58a3431c6833289e5658eb8b4452f6792205b0,/home/ubuntu/TES_511_Balloon/outputs/geometry/DEMO2_DR_v3p5_user_cylmag_redesign_multiholeW_fix5_20260621_megalib_proxy/DEMO2_DR_v3p5_minpatch_centerfinger_megalib_proxy.det,bdb084ed7ea776f04c6dee82d03ca1a2f9166dca5c575ea0b04f21c01dd0a06a,/home/ubuntu/Fluka_TES_511_Balloon/engineering/crosscode_delayed_closure_20260625/03_full_geometry_same_source/megalib_cu64_common_raw_smoke_1k/megalib_inputs/phase3_cu64_common_eventlist.dat,476a388ba77d462fc7b9e94c94ec45a5d58153b3ac364945531b1e5a43f4a12c,/home/ubuntu/Fluka_TES_511_Balloon/engineering/crosscode_delayed_closure_20260625/03_full_geometry_same_source/megalib_cu64_common_raw_smoke_1k/megalib_inputs/phase3_cu64_common_megalib_raw.source,51e008b7237d766b9d449001255f0ace83896fc205c7821796bdc5f54449f6a7,/home/ubuntu/Fluka_TES_511_Balloon/engineering/crosscode_delayed_closure_20260625/03_full_geometry_same_source/megalib_cu64_common_raw_smoke_1k/cosima_run/phase3_cu64_common_megalib_raw.inc1.id1.sim.gz,True,1000,1352,False,/home/ubuntu/Fluka_TES_511_Balloon/engineering/crosscode_delayed_closure_20260625/03_full_geometry_same_source/megalib_cu64_common_raw_smoke_1k/cosima_run/cosima.log,True
