code,primary_id,family,particle,expected_particle_code,observed_particle_code,expected_energy_keV,observed_energy_keV,energy_delta_keV,energy_rel_delta,expected_dir_x,expected_dir_y,expected_dir_z,observed_dir_x,observed_dir_y,observed_dir_z,direction_dot,expected_weight,observed_weight,status
FLUKA,39,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,-0.5861968632673341,0.4331178271086045,0.6846767013242524,-0.5861968632495773,0.43311782718440295,0.6846767012915059,1.0,1.0,1.0,PASS
FLUKA,40,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,0.29877665101607714,0.15651540428417302,0.9414007866097092,0.2987766509049475,0.15651540395020633,0.9414007867005036,1.0000000000000002,1.0,1.0,PASS
FLUKA,41,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,-0.05623805389497112,0.9022550811225206,0.4275196485340762,-0.05623805389499878,0.9022550809197628,0.42751964896198086,1.0,1.0,1.0,PASS
FLUKA,42,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,0.1471454527974148,0.636511878736565,-0.7571002865857945,0.1471454529247963,0.6365118786746888,-0.7571002866130581,1.0,1.0,1.0,PASS
FLUKA,43,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,-0.5383050903116867,0.319740274751518,0.7797395632173287,-0.538305090138771,0.3197402750824267,0.7797395632010111,1.0,1.0,1.0,PASS
FLUKA,44,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,-0.4179702032570487,-0.045129483856364255,-0.9073390980642901,-0.4179702030684645,-0.04512948390739232,-0.9073390981486243,1.0,1.0,1.0,PASS
FLUKA,45,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,0.303822411956916,-0.6385129431801123,0.7071019469525965,0.3038224120207799,-0.6385129430436712,0.7071019470483623,1.0,1.0,1.0,PASS
FLUKA,46,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,0.8294502238861624,0.5503816779738512,-0.09535373430486717,0.8294502239101287,0.550381677940366,-0.09535373428966838,1.0,1.0,1.0,PASS
FLUKA,47,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,-0.453578867280059,-0.5221033112590913,0.7222702704176818,-0.4535788672558096,-0.522103311294456,0.7222702704073463,1.0,1.0,1.0,PASS
FLUKA,48,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,-0.08858495267245253,0.8119182637732248,0.5770107790253935,-0.08858495268477128,0.8119182638604224,0.5770107789008055,1.0,1.0,1.0,PASS
FLUKA,49,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,0.633452104734413,-0.709258589957206,-0.3093391077433603,0.6334521048239147,-0.7092585898028422,-0.3093391079140107,1.0000000000000002,1.0,1.0,PASS
FLUKA,50,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,-0.9199790539786445,0.33350675784113115,0.20594121179320912,-0.9199790538940026,0.3335067579615743,0.20594121197627205,1.0,1.0,1.0,PASS
FLUKA,51,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,0.5935750249340339,-0.1965336502024383,-0.7804122078188338,0.593575024916452,-0.1965336499723371,-0.7804122078901538,1.0000000000000002,1.0,1.0,PASS
FLUKA,52,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,0.8626110997838521,0.4204452482624951,-0.28129678942921155,0.8626111000385147,0.4204452480187725,-0.2812967890125596,1.0,1.0,1.0,PASS
FLUKA,53,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,-0.8182413362338103,0.3135711808460973,-0.48182385808622313,-0.8182413361510459,0.3135711810578846,-0.4818238580889438,1.0000000000000002,1.0,1.0,PASS
FLUKA,54,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,0.4995060880114496,-0.1962167461865614,0.8437965729697274,0.4995060880083826,-0.19621674600329284,0.8437965730141603,1.0,1.0,1.0,PASS
FLUKA,55,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,0.4540254984057866,-0.705002509429734,0.5448231901224057,0.45402549825148036,-0.7050025093904941,0.5448231903017723,1.0,1.0,1.0,PASS
FLUKA,56,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,0.2623186424072165,-0.9647150473300776,0.022667317895177286,0.26231864211152267,-0.9647150474101409,0.02266731790963683,1.0000000000000002,1.0,1.0,PASS
FLUKA,57,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,-0.4987412371267615,-0.7255697132909306,0.4741368679444622,-0.4987412371236774,-0.725569713179926,0.474136868117576,1.0,1.0,1.0,PASS
FLUKA,58,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,0.6769138549251659,0.5764808385031344,-0.4576652443097189,0.6769138548677702,0.576480838887389,-0.4576652439105987,1.0000000000000002,1.0,1.0,PASS
FLUKA,59,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,0.5580505549303486,-0.64099972871183,0.5269714659573992,0.5580505548626998,-0.6409997288422914,0.5269714658703464,0.9999999999999999,1.0,1.0,PASS
FLUKA,60,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,0.24101042367176498,0.254656035138557,-0.9365171004573629,0.2410104240926696,0.2546560350979164,-0.9365171003600951,1.0,1.0,1.0,PASS
FLUKA,61,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,0.23092699611210857,-0.7418861554176276,-0.6295058815184257,0.23092699600752062,-0.741886155024161,-0.6295058820205012,1.0000000000000002,1.0,1.0,PASS
FLUKA,62,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,0.7408781911322295,-0.6659231633994804,-0.08744053037730581,0.7408781912682014,-0.6659231632410674,-0.0874405304316539,0.9999999999999999,1.0,1.0,PASS
FLUKA,63,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,0.10533503356793937,-0.9834421920485312,0.1474652013256719,0.10533503400529222,-0.98344219204941,0.1474652010074089,1.0,1.0,1.0,PASS
FLUKA,64,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,-0.9727712440608188,-0.2279386741893516,0.0419531588461155,-0.9727712441014192,-0.22793867402376444,0.041953158804373954,0.9999999999999999,1.0,1.0,PASS
FLUKA,65,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,-0.31139206163966965,0.8139666128787424,-0.49040120010712035,-0.3113920619506843,0.8139666128710906,-0.4904011999223343,1.0,1.0,1.0,PASS
FLUKA,66,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,0.06961439661845585,0.5147876958286656,0.8544866669567535,0.0696143965913769,0.5147876959362334,0.8544866668941551,1.0000000000000002,1.0,1.0,PASS
FLUKA,67,mono511_gamma,gamma,7,7,511.0,511.0,0.0,0.0,0.20757919415557158,-0.5543555111641322,-0.8059781916377622,0.20757919396498664,-0.5543555109064943,-0.805978191864052,1.0000000000000002,1.0,1.0,PASS
