nuclide,particle_code,particle,count,yield_per_parent,mean_kinetic_energy_keV
Cu-64,3,ELECTRON,1187039,1.187039,63.5543790869386
Cu-64,4,POSITRON,176483,0.176483,278.5646996578988
Cu-64,7,PHOTON,168462,0.168462,45.373009669274744
