code,stream,source_tag,band,band_label,stage,stage_label,deposit_carrier,dominant_events,dominant_rate_s-1,dominant_sigma_s-1,fractional_rate_s-1,energy_rate_keV_s-1,raw_deposit_keV_sum
FLUKA,delayed,Cu-62,e100_300,100-300 keV,active_veto_pass,active-veto,EM_BELOW_THRESHOLD,2,0.0013575603554364522,0.0009599401331991352,0.0013575603554364522,0.3271318374375777,481.940764
FLUKA,delayed,Cu-62,e100_300,100-300 keV,raw,raw,EM_BELOW_THRESHOLD,2,0.0013575603554364522,0.0009599401331991352,0.0013575603554364522,0.3271318374375777,481.940764
FLUKA,delayed,Cu-62,e100_300,100-300 keV,side_compton_fov_pass,final,EM_BELOW_THRESHOLD,2,0.0013575603554364522,0.0009599401331991352,0.0013575603554364522,0.3271318374375777,481.940764
FLUKA,delayed,Cu-62,e300_480,300-480 keV,raw,raw,EM_BELOW_THRESHOLD,2,0.0013573254580626015,0.0009597740500455373,0.0013573254580626015,0.6266826856208095,923.4125690000001
FLUKA,delayed,Cu-62,e480_550,480-550 keV,active_veto_pass,active-veto,EM_BELOW_THRESHOLD,1,0.0006787801777182261,0.0006787801777182261,0.0006787801777182261,0.3468560326927685,510.9990599
FLUKA,delayed,Cu-62,e480_550,480-550 keV,raw,raw,EM_BELOW_THRESHOLD,1,0.0006787801777182261,0.0006787801777182261,0.0006787801777182261,0.3468560326927685,510.9990599
FLUKA,delayed,Cu-62,w2_510p58_511p42,W2 510.58-511.42 keV,active_veto_pass,active-veto,EM_BELOW_THRESHOLD,1,0.0006787801777182261,0.0006787801777182261,0.0006787801777182261,0.3468560326927685,510.9990599
FLUKA,delayed,Cu-62,w2_510p58_511p42,W2 510.58-511.42 keV,raw,raw,EM_BELOW_THRESHOLD,1,0.0006787801777182261,0.0006787801777182261,0.0006787801777182261,0.3468560326927685,510.9990599
FLUKA,delayed,Cu-64,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,ELECTRON,10,0.006787801757281753,0.0021464913858703755,0.006787801757281753,0.3198549050070726,471.2201629399999
FLUKA,delayed,Cu-64,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,EM_BELOW_THRESHOLD,15,0.01018170263592263,0.0026289043163309662,0.01018170263592263,4.511227467732482,6646.080173
FLUKA,delayed,Cu-64,all_tes_gt0,all TES > 0,raw,raw,ELECTRON,10,0.006787801757281753,0.0021464913858703755,0.006787801757281753,0.3198549050070726,471.2201629399999
FLUKA,delayed,Cu-64,all_tes_gt0,all TES > 0,raw,raw,EM_BELOW_THRESHOLD,24,0.016290724217476207,0.003325330156101456,0.016108827242600127,6.933495348626709,10214.640315900002
FLUKA,delayed,Cu-64,all_tes_gt0,all TES > 0,raw,raw,PHOTON,2,0.0013575603514563506,0.0009599401303847782,0.0013575603514563506,0.010140297221686058,14.93900026
FLUKA,delayed,Cu-64,all_tes_gt0,all TES > 0,raw,raw,POSITRON,1,0.0006787801757281753,0.0006787801757281753,0.0008606771506042546,0.1335172649864881,196.70177439
FLUKA,delayed,Cu-64,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,ELECTRON,10,0.006787801757281753,0.0021464913858703755,0.006787801757281753,0.3198549050070726,471.2201629399999
FLUKA,delayed,Cu-64,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,EM_BELOW_THRESHOLD,13,0.008824142284466279,0.002447376728356393,0.008824142284466279,3.9037760392896375,5751.163895
FLUKA,delayed,Cu-64,e100_300,100-300 keV,active_veto_pass,active-veto,ELECTRON,1,0.0006787801757281753,0.0006787801757281753,0.0006787801757281753,0.19569222827564797,288.299858
FLUKA,delayed,Cu-64,e100_300,100-300 keV,active_veto_pass,active-veto,EM_BELOW_THRESHOLD,3,0.002036340527184526,0.0011756817515317305,0.002036340527184526,0.4352157218523132,641.173295
FLUKA,delayed,Cu-64,e100_300,100-300 keV,raw,raw,ELECTRON,1,0.0006787801757281753,0.0006787801757281753,0.0006787801757281753,0.19569222827564797,288.299858
FLUKA,delayed,Cu-64,e100_300,100-300 keV,raw,raw,EM_BELOW_THRESHOLD,4,0.0027151207029127013,0.0013575603514563506,0.0027151207029127013,0.5351574876502967,788.410603
FLUKA,delayed,Cu-64,e100_300,100-300 keV,side_compton_fov_pass,final,ELECTRON,1,0.0006787801757281753,0.0006787801757281753,0.0006787801757281753,0.19569222827564797,288.299858
FLUKA,delayed,Cu-64,e100_300,100-300 keV,side_compton_fov_pass,final,EM_BELOW_THRESHOLD,3,0.002036340527184526,0.0011756817515317305,0.002036340527184526,0.4352157218523132,641.173295
FLUKA,delayed,Cu-64,e300_480,300-480 keV,active_veto_pass,active-veto,EM_BELOW_THRESHOLD,1,0.0006787801757281753,0.0006787801757281753,0.0006787801757281753,0.26059539669911225,383.91721800000005
FLUKA,delayed,Cu-64,e300_480,300-480 keV,raw,raw,EM_BELOW_THRESHOLD,2,0.0013575603514563506,0.0009599401303847782,0.0013575603514563506,0.489659439005187,721.3814671
FLUKA,delayed,Cu-64,e480_550,480-550 keV,active_veto_pass,active-veto,EM_BELOW_THRESHOLD,11,0.007466581933009929,0.0022512591580218606,0.007466581933009929,3.8154163491810564,5620.98966
FLUKA,delayed,Cu-64,e480_550,480-550 keV,raw,raw,EM_BELOW_THRESHOLD,16,0.010860482811650805,0.0027151207029127004,0.010860482811650805,5.5496965078997205,8175.984960000001
FLUKA,delayed,Cu-64,e480_550,480-550 keV,side_compton_fov_pass,final,EM_BELOW_THRESHOLD,10,0.006787801757281753,0.0021464913858703755,0.006787801757281753,3.468560317437324,5109.9906
FLUKA,delayed,Cu-64,e550_800,550-800 keV,raw,raw,EM_BELOW_THRESHOLD,1,0.0006787801757281753,0.0006787801757281753,0.0004968832008520961,0.3468560317437324,510.99906
FLUKA,delayed,Cu-64,e550_800,550-800 keV,raw,raw,POSITRON,0,0.0,0.0,0.00018189697487607922,0.12697564092227465,187.064451
FLUKA,delayed,Cu-64,w2_510p58_511p42,W2 510.58-511.42 keV,active_veto_pass,active-veto,EM_BELOW_THRESHOLD,11,0.007466581933009929,0.0022512591580218606,0.007466581933009929,3.8154163491810564,5620.98966
FLUKA,delayed,Cu-64,w2_510p58_511p42,W2 510.58-511.42 keV,raw,raw,EM_BELOW_THRESHOLD,16,0.010860482811650805,0.0027151207029127004,0.010860482811650805,5.5496965078997205,8175.984960000001
FLUKA,delayed,Cu-64,w2_510p58_511p42,W2 510.58-511.42 keV,side_compton_fov_pass,final,EM_BELOW_THRESHOLD,10,0.006787801757281753,0.0021464913858703755,0.006787801757281753,3.468560317437324,5109.9906
FLUKA,delayed,Cu-66,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,ELECTRON,4,0.0027151207108729045,0.0013575603554364522,0.0029705589362938496,3.3793823245641725,4978.6108014
FLUKA,delayed,Cu-66,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,EM_BELOW_THRESHOLD,3,0.0020363405331546786,0.0011756817549785996,0.0017809023077337328,1.3117448192442325,1932.5031318000001
FLUKA,delayed,Cu-66,all_tes_gt0,all TES > 0,raw,raw,ELECTRON,4,0.0027151207108729045,0.0013575603554364522,0.0029705589362938496,3.3793823245641725,4978.6108014
FLUKA,delayed,Cu-66,all_tes_gt0,all TES > 0,raw,raw,EM_BELOW_THRESHOLD,3,0.0020363405331546786,0.0011756817549785996,0.0017809023077337328,1.3117448192442325,1932.5031318000001
FLUKA,delayed,Cu-66,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,ELECTRON,2,0.0013575603554364522,0.0009599401331991352,0.0016823845178843377,1.126688657108084,1659.8726570000001
FLUKA,delayed,Cu-66,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,EM_BELOW_THRESHOLD,2,0.0013575603554364522,0.0009599401331991352,0.0010327361929885668,0.4467207619171739,658.1228748
FLUKA,delayed,Cu-66,e100_300,100-300 keV,active_veto_pass,active-veto,ELECTRON,1,0.0006787801777182261,0.0006787801777182261,0.0006787801777182261,0.1654354177993811,243.724586
FLUKA,delayed,Cu-66,e100_300,100-300 keV,active_veto_pass,active-veto,EM_BELOW_THRESHOLD,1,0.0006787801777182261,0.0006787801777182261,0.0006787801777182261,0.07576126147223347,111.613839
FLUKA,delayed,Cu-66,e100_300,100-300 keV,raw,raw,ELECTRON,1,0.0006787801777182261,0.0006787801777182261,0.0006787801777182261,0.1654354177993811,243.724586
FLUKA,delayed,Cu-66,e100_300,100-300 keV,raw,raw,EM_BELOW_THRESHOLD,1,0.0006787801777182261,0.0006787801777182261,0.0006787801777182261,0.07576126147223347,111.613839
FLUKA,delayed,Cu-66,e100_300,100-300 keV,side_compton_fov_pass,final,ELECTRON,1,0.0006787801777182261,0.0006787801777182261,0.0006787801777182261,0.1654354177993811,243.724586
FLUKA,delayed,Cu-66,e100_300,100-300 keV,side_compton_fov_pass,final,EM_BELOW_THRESHOLD,1,0.0006787801777182261,0.0006787801777182261,0.0006787801777182261,0.07576126147223347,111.613839
FLUKA,delayed,Cu-66,e1500_3000,1500-3000 keV,active_veto_pass,active-veto,ELECTRON,1,0.0006787801777182261,0.0006787801777182261,0.0006093942406912862,1.4020287042561554,2065.51215
FLUKA,delayed,Cu-66,e1500_3000,1500-3000 keV,active_veto_pass,active-veto,EM_BELOW_THRESHOLD,0,0.0,0.0,6.938593702693991e-05,0.15963569867861863,235.18026
FLUKA,delayed,Cu-66,e1500_3000,1500-3000 keV,raw,raw,ELECTRON,1,0.0006787801777182261,0.0006787801777182261,0.0006093942406912862,1.4020287042561554,2065.51215
FLUKA,delayed,Cu-66,e1500_3000,1500-3000 keV,raw,raw,EM_BELOW_THRESHOLD,0,0.0,0.0,6.938593702693991e-05,0.15963569867861863,235.18026
FLUKA,delayed,Cu-66,e800_1500,800-1500 keV,active_veto_pass,active-veto,ELECTRON,2,0.0013575603554364522,0.0009599401331991352,0.0016823845178843377,1.8119182025086356,2669.3740654000003
FLUKA,delayed,Cu-66,e800_1500,800-1500 keV,active_veto_pass,active-veto,EM_BELOW_THRESHOLD,2,0.0013575603554364522,0.0009599401331991352,0.0010327361929885668,1.0763478590933804,1585.7090328
FLUKA,delayed,Cu-66,e800_1500,800-1500 keV,raw,raw,ELECTRON,2,0.0013575603554364522,0.0009599401331991352,0.0016823845178843377,1.8119182025086356,2669.3740654000003
FLUKA,delayed,Cu-66,e800_1500,800-1500 keV,raw,raw,EM_BELOW_THRESHOLD,2,0.0013575603554364522,0.0009599401331991352,0.0010327361929885668,1.0763478590933804,1585.7090328
FLUKA,delayed,Cu-66,e800_1500,800-1500 keV,side_compton_fov_pass,final,ELECTRON,1,0.0006787801777182261,0.0006787801777182261,0.0010036043401661116,0.9612532393087031,1416.148071
FLUKA,delayed,Cu-66,e800_1500,800-1500 keV,side_compton_fov_pass,final,EM_BELOW_THRESHOLD,1,0.0006787801777182261,0.0006787801777182261,0.00035395601527034065,0.3709595004449404,546.5090358
FLUKA,delayed,Fe-53,all_tes_gt0,all TES > 0,raw,raw,EM_BELOW_THRESHOLD,1,0.0006787801777182261,0.0006787801777182261,0.0006787801777182261,0.34685603276064647,510.99906
FLUKA,delayed,Fe-53,e480_550,480-550 keV,raw,raw,EM_BELOW_THRESHOLD,1,0.0006787801777182261,0.0006787801777182261,0.0006787801777182261,0.34685603276064647,510.99906
FLUKA,delayed,Fe-53,w2_510p58_511p42,W2 510.58-511.42 keV,raw,raw,EM_BELOW_THRESHOLD,1,0.0006787801777182261,0.0006787801777182261,0.0006787801777182261,0.34685603276064647,510.99906
FLUKA,delayed,Fe-60,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,EM_BELOW_THRESHOLD,1,7.374869695943743e-12,7.374869695943743e-12,7.374869695943743e-12,1.4966085103098933e-09,202.933553
FLUKA,delayed,Fe-60,all_tes_gt0,all TES > 0,raw,raw,EM_BELOW_THRESHOLD,1,7.374869695943743e-12,7.374869695943743e-12,7.374869695943743e-12,1.4966085103098933e-09,202.933553
FLUKA,delayed,Fe-60,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,EM_BELOW_THRESHOLD,1,7.374869695943743e-12,7.374869695943743e-12,7.374869695943743e-12,1.4966085103098933e-09,202.933553
FLUKA,delayed,Fe-60,e100_300,100-300 keV,active_veto_pass,active-veto,EM_BELOW_THRESHOLD,1,7.374869695943743e-12,7.374869695943743e-12,7.374869695943743e-12,1.4966085103098933e-09,202.933553
FLUKA,delayed,Fe-60,e100_300,100-300 keV,raw,raw,EM_BELOW_THRESHOLD,1,7.374869695943743e-12,7.374869695943743e-12,7.374869695943743e-12,1.4966085103098933e-09,202.933553
FLUKA,delayed,Fe-60,e100_300,100-300 keV,side_compton_fov_pass,final,EM_BELOW_THRESHOLD,1,7.374869695943743e-12,7.374869695943743e-12,7.374869695943743e-12,1.4966085103098933e-09,202.933553
FLUKA,delayed,Hf-170,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,ELECTRON,0,0.0,0.0,0.0002754653623642307,0.02506734742421427,36.9299996
FLUKA,delayed,Hf-170,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,EM_BELOW_THRESHOLD,1,0.0006787800621642647,0.0006787800621642647,0.00040331469980003394,0.03670163687517369,54.0699984
FLUKA,delayed,Hf-170,all_tes_gt0,all TES > 0,raw,raw,ELECTRON,0,0.0,0.0,0.0002754653623642307,0.02506734742421427,36.9299996
FLUKA,delayed,Hf-170,all_tes_gt0,all TES > 0,raw,raw,EM_BELOW_THRESHOLD,1,0.0006787800621642647,0.0006787800621642647,0.00040331469980003394,0.03670163687517369,54.0699984
FLUKA,delayed,Hf-170,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,ELECTRON,0,0.0,0.0,0.0002754653623642307,0.02506734742421427,36.9299996
FLUKA,delayed,Hf-170,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,EM_BELOW_THRESHOLD,1,0.0006787800621642647,0.0006787800621642647,0.00040331469980003394,0.03670163687517369,54.0699984
FLUKA,delayed,Hf-172,all_tes_gt0,all TES > 0,raw,raw,EM_BELOW_THRESHOLD,1,1.025445816856931e-05,1.025445816856931e-05,1.025445816856931e-05,0.0026857613614828107,261.911582
FLUKA,delayed,Hf-172,e100_300,100-300 keV,raw,raw,EM_BELOW_THRESHOLD,1,1.025445816856931e-05,1.025445816856931e-05,1.025445816856931e-05,0.0026857613614828107,261.911582
FLUKA,delayed,I-119,all_tes_gt0,all TES > 0,raw,raw,EM_BELOW_THRESHOLD,1,0.0006787801777182261,0.0006787801777182261,0.0006787801777182261,0.34614596353185617,509.952964
FLUKA,delayed,I-119,e480_550,480-550 keV,raw,raw,EM_BELOW_THRESHOLD,1,0.0006787801777182261,0.0006787801777182261,0.0006787801777182261,0.34614596353185617,509.952964
FLUKA,delayed,I-128,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,EM_BELOW_THRESHOLD,11,0.007466581954900486,0.002251259164622113,0.007466581954900486,2.399176744108697,3534.5415539
FLUKA,delayed,I-128,all_tes_gt0,all TES > 0,raw,raw,EM_BELOW_THRESHOLD,28,0.01900584497611033,0.0035917670902453065,0.01900584497611033,6.865065445880515,10113.827231899999
FLUKA,delayed,I-128,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,EM_BELOW_THRESHOLD,11,0.007466581954900486,0.002251259164622113,0.007466581954900486,2.399176744108697,3534.5415539
FLUKA,delayed,I-128,e100_300,100-300 keV,active_veto_pass,active-veto,EM_BELOW_THRESHOLD,3,0.0020363405331546786,0.0011756817549785996,0.0020363405331546786,0.44472560039803666,655.183541
FLUKA,delayed,I-128,e100_300,100-300 keV,raw,raw,EM_BELOW_THRESHOLD,10,0.00678780177718226,0.002146491392163469,0.00678780177718226,1.37770151252587,2029.6725769999998
FLUKA,delayed,I-128,e100_300,100-300 keV,side_compton_fov_pass,final,EM_BELOW_THRESHOLD,3,0.0020363405331546786,0.0011756817549785996,0.0020363405331546786,0.44472560039803666,655.183541
FLUKA,delayed,I-128,e300_480,300-480 keV,active_veto_pass,active-veto,EM_BELOW_THRESHOLD,7,0.004751461244027582,0.0017958835451226526,0.004751461244027582,1.8966258236488371,2794.1679588
FLUKA,delayed,I-128,e300_480,300-480 keV,raw,raw,EM_BELOW_THRESHOLD,11,0.007466581954900486,0.002251259164622113,0.007466581954900486,2.9844075293012433,4396.7216888
FLUKA,delayed,I-128,e300_480,300-480 keV,side_compton_fov_pass,final,EM_BELOW_THRESHOLD,7,0.004751461244027582,0.0017958835451226526,0.004751461244027582,1.8966258236488371,2794.1679588
FLUKA,delayed,I-128,e480_550,480-550 keV,raw,raw,EM_BELOW_THRESHOLD,5,0.0033939008885911304,0.0015177986191573418,0.0033939008885911304,1.7870821955280602,2632.78489
FLUKA,delayed,I-128,e800_1500,800-1500 keV,raw,raw,EM_BELOW_THRESHOLD,1,0.0006787801777182261,0.0006787801777182261,0.0006787801777182261,0.6580488884635199,969.458022
FLUKA,delayed,In-108,all_tes_gt0,all TES > 0,raw,raw,EM_BELOW_THRESHOLD,1,0.0006787801777182261,0.0006787801777182261,0.0006787801777182261,0.20623752215368804,303.835511
FLUKA,delayed,In-108,e300_480,300-480 keV,raw,raw,EM_BELOW_THRESHOLD,1,0.0006787801777182261,0.0006787801777182261,0.0006787801777182261,0.20623752215368804,303.835511
FLUKA,delayed,Mg-27,all_tes_gt0,all TES > 0,raw,raw,EM_BELOW_THRESHOLD,5,0.003383536065338341,0.0015131680623878259,0.003383536065338341,0.9248076250524939,1367.8270189
FLUKA,delayed,Mg-27,e100_300,100-300 keV,raw,raw,EM_BELOW_THRESHOLD,1,0.0006787801777182261,0.0006787801777182261,0.0006787801777182261,0.17500738037687233,257.826298
FLUKA,delayed,Mg-27,e300_480,300-480 keV,raw,raw,EM_BELOW_THRESHOLD,3,0.0020259757099018887,0.0011696976214834985,0.0020259757099018887,0.7127181420046894,1055.3702177
FLUKA,delayed,Mn-51,all_tes_gt0,all TES > 0,raw,raw,ELECTRON,1,0.0006785452803443753,0.0006785452803443753,0.0006785452803443753,0.002972028368621081,4.38000006
FLUKA,delayed,Mn-52,all_tes_gt0,all TES > 0,raw,raw,EM_BELOW_THRESHOLD,1,0.0005730738874627298,0.0005730738874627298,0.0005730738874627298,0.4265005122418231,744.233024
FLUKA,delayed,Mn-52,e550_800,550-800 keV,raw,raw,EM_BELOW_THRESHOLD,1,0.0005730738874627298,0.0005730738874627298,0.0005730738874627298,0.4265005122418231,744.233024
FLUKA,delayed,Na-22,all_tes_gt0,all TES > 0,raw,raw,EM_BELOW_THRESHOLD,5,3.692848776152781e-05,1.6514921788209044e-05,3.692848776152781e-05,0.01869405799914259,2531.116102
FLUKA,delayed,Na-22,e100_300,100-300 keV,raw,raw,EM_BELOW_THRESHOLD,2,1.4771395104611124e-05,1.0444953646056297e-05,1.4771395104611124e-05,0.003419318219120258,462.964831
FLUKA,delayed,Na-22,e300_480,300-480 keV,raw,raw,EM_BELOW_THRESHOLD,2,1.4771395104611124e-05,1.0444953646056297e-05,1.4771395104611124e-05,0.0061320236435638015,830.256533
FLUKA,delayed,Na-22,e800_1500,800-1500 keV,raw,raw,EM_BELOW_THRESHOLD,1,7.385697552305562e-06,7.385697552305562e-06,7.385697552305562e-06,0.009142716136458534,1237.894738
FLUKA,delayed,Na-24,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,EM_BELOW_THRESHOLD,1,0.000678780139192184,0.000678780139192184,0.000678780139192184,0.14263548830645445,210.135035
FLUKA,delayed,Na-24,all_tes_gt0,all TES > 0,raw,raw,ELECTRON,0,0.0,0.0,0.00011535766629084453,0.20373183836376957,300.144077
FLUKA,delayed,Na-24,all_tes_gt0,all TES > 0,raw,raw,EM_BELOW_THRESHOLD,4,0.002715120556768736,0.001357560278384368,0.0025997628904778913,1.9900745792040389,2931.8397288
FLUKA,delayed,Na-24,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,EM_BELOW_THRESHOLD,1,0.000678780139192184,0.000678780139192184,0.000678780139192184,0.14263548830645445,210.135035
FLUKA,delayed,Na-24,e100_300,100-300 keV,active_veto_pass,active-veto,EM_BELOW_THRESHOLD,1,0.000678780139192184,0.000678780139192184,0.000678780139192184,0.14263548830645445,210.135035
FLUKA,delayed,Na-24,e100_300,100-300 keV,raw,raw,EM_BELOW_THRESHOLD,1,0.000678780139192184,0.000678780139192184,0.000678780139192184,0.14263548830645445,210.135035
FLUKA,delayed,Na-24,e100_300,100-300 keV,side_compton_fov_pass,final,EM_BELOW_THRESHOLD,1,0.000678780139192184,0.000678780139192184,0.000678780139192184,0.14263548830645445,210.135035
FLUKA,delayed,Na-24,e1500_3000,1500-3000 keV,raw,raw,ELECTRON,0,0.0,0.0,0.00011535766629084453,0.20373183836376957,300.144077
FLUKA,delayed,Na-24,e1500_3000,1500-3000 keV,raw,raw,EM_BELOW_THRESHOLD,1,0.000678780139192184,0.000678780139192184,0.0005634224729013395,0.9950539038319745,1465.9443410000001
FLUKA,delayed,Na-24,e800_1500,800-1500 keV,raw,raw,EM_BELOW_THRESHOLD,1,0.000678780139192184,0.000678780139192184,0.000678780139192184,0.7874771000293195,1160.1357414
FLUKA,delayed,Nb-90,all_tes_gt0,all TES > 0,raw,raw,EM_BELOW_THRESHOLD,1,0.0006787801520691502,0.0006787801520691502,0.0006787801520691502,0.0106507387552149,15.6909991
FLUKA,delayed,Nb-91,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,ELECTRON,1,2.841434464760902e-08,2.841434464760902e-08,2.841434464760902e-08,5.739697647231367e-08,2.02000001
FLUKA,delayed,Nb-91,all_tes_gt0,all TES > 0,raw,raw,ELECTRON,1,2.841434464760902e-08,2.841434464760902e-08,2.841434464760902e-08,5.739697647231367e-08,2.02000001
FLUKA,delayed,Nb-91,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,ELECTRON,1,2.841434464760902e-08,2.841434464760902e-08,2.841434464760902e-08,5.739697647231367e-08,2.02000001
FLUKA,delayed,Nb-92,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,EM_BELOW_THRESHOLD,2,1.113669074733392e-12,7.874829547417295e-13,1.113669074733392e-12,6.162722853758757e-10,1106.742208
FLUKA,delayed,Nb-92,all_tes_gt0,all TES > 0,raw,raw,ELECTRON,0,0.0,0.0,1.9082883489987946e-13,7.461582912080634e-12,13.4000002
FLUKA,delayed,Nb-92,all_tes_gt0,all TES > 0,raw,raw,EM_BELOW_THRESHOLD,4,2.227338149466784e-12,1.113669074733392e-12,2.036509314566905e-12,1.1509453278501647e-09,2066.943141302
FLUKA,delayed,Nb-92,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,EM_BELOW_THRESHOLD,1,5.56834537366696e-13,5.56834537366696e-13,5.56834537366696e-13,1.7503614191901964e-10,314.341389
FLUKA,delayed,Nb-92,e300_480,300-480 keV,active_veto_pass,active-veto,EM_BELOW_THRESHOLD,1,5.56834537366696e-13,5.56834537366696e-13,5.56834537366696e-13,1.7503614191901964e-10,314.341389
FLUKA,delayed,Nb-92,e300_480,300-480 keV,raw,raw,EM_BELOW_THRESHOLD,1,5.56834537366696e-13,5.56834537366696e-13,5.56834537366696e-13,1.7503614191901964e-10,314.341389
FLUKA,delayed,Nb-92,e300_480,300-480 keV,side_compton_fov_pass,final,EM_BELOW_THRESHOLD,1,5.56834537366696e-13,5.56834537366696e-13,5.56834537366696e-13,1.7503614191901964e-10,314.341389
FLUKA,delayed,Nb-92,e550_800,550-800 keV,active_veto_pass,active-veto,EM_BELOW_THRESHOLD,1,5.56834537366696e-13,5.56834537366696e-13,5.56834537366696e-13,4.41236143456856e-10,792.400819
FLUKA,delayed,Nb-92,e550_800,550-800 keV,raw,raw,EM_BELOW_THRESHOLD,1,5.56834537366696e-13,5.56834537366696e-13,5.56834537366696e-13,4.41236143456856e-10,792.400819
FLUKA,delayed,Nb-92,e800_1500,800-1500 keV,raw,raw,EM_BELOW_THRESHOLD,1,5.56834537366696e-13,5.56834537366696e-13,5.56834537366696e-13,5.203618829648609e-10,934.500014
FLUKA,delayed,Nb-94,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,ELECTRON,4,3.788655941861596e-09,1.894327970930798e-09,4.380033529768922e-09,8.864955451003171e-07,935.9472685870002
FLUKA,delayed,Nb-94,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,EM_BELOW_THRESHOLD,28,2.652059159303117e-08,5.011920712676484e-09,2.5929214005123843e-08,1.3304291397981474e-05,14046.4498251
FLUKA,delayed,Nb-94,all_tes_gt0,all TES > 0,raw,raw,ELECTRON,21,1.989044369477338e-08,4.340450658931244e-09,2.0940428112879358e-08,2.309927506818022e-06,2438.7830853630003
FLUKA,delayed,Nb-94,all_tes_gt0,all TES > 0,raw,raw,EM_BELOW_THRESHOLD,65,6.156565905525094e-08,7.636280180727753e-09,6.051567463714495e-08,3.0470797612120487e-05,32170.561887599997
FLUKA,delayed,Nb-94,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,ELECTRON,3,2.8414919563961973e-09,1.6405361459255008e-09,2.8414919563961973e-09,4.436691938210878e-08,46.841856387
FLUKA,delayed,Nb-94,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,EM_BELOW_THRESHOLD,18,1.7048951738377182e-08,4.0184764621095615e-09,1.7048951738377182e-08,7.087028196658077e-06,7482.366628600001
FLUKA,delayed,Nb-94,e100_300,100-300 keV,active_veto_pass,active-veto,ELECTRON,1,9.47163985465399e-10,9.47163985465399e-10,7.684613708746121e-10,1.9885765841281964e-07,209.950612
FLUKA,delayed,Nb-94,e100_300,100-300 keV,active_veto_pass,active-veto,EM_BELOW_THRESHOLD,11,1.0418803840119389e-08,3.141387554726364e-09,1.0597506454710176e-08,2.3769822709415526e-06,2509.5783913
FLUKA,delayed,Nb-94,e100_300,100-300 keV,raw,raw,ELECTRON,5,4.735819927326995e-09,2.117923057340255e-09,4.60782403480945e-09,8.15194825681436e-07,860.66915359
FLUKA,delayed,Nb-94,e100_300,100-300 keV,raw,raw,EM_BELOW_THRESHOLD,23,2.1784771665704176e-08,4.542438899241471e-09,2.191276755822172e-08,4.302338167224884e-06,4542.3371594
FLUKA,delayed,Nb-94,e100_300,100-300 keV,side_compton_fov_pass,final,EM_BELOW_THRESHOLD,9,8.524475869188591e-09,2.841491956396197e-09,8.524475869188591e-09,1.8603289665287502e-06,1964.1044160000004
FLUKA,delayed,Nb-94,e300_480,300-480 keV,active_veto_pass,active-veto,EM_BELOW_THRESHOLD,4,3.788655941861596e-09,1.894327970930798e-09,3.788655941861596e-09,1.4071575446372648e-06,1485.6535575999999
FLUKA,delayed,Nb-94,e300_480,300-480 keV,raw,raw,EM_BELOW_THRESHOLD,7,6.630147898257793e-09,2.505960356338242e-09,6.630147898257793e-09,2.5428781370492012e-06,2684.7284905999995
FLUKA,delayed,Nb-94,e300_480,300-480 keV,side_compton_fov_pass,final,EM_BELOW_THRESHOLD,3,2.8414919563961973e-09,1.6405361459255008e-09,2.8414919563961973e-09,1.1145759147359081e-06,1176.7507335999999
FLUKA,delayed,Nb-94,e480_550,480-550 keV,active_veto_pass,active-veto,EM_BELOW_THRESHOLD,1,9.47163985465399e-10,9.47163985465399e-10,9.47163985465399e-10,4.654170063240464e-07,491.379543
FLUKA,delayed,Nb-94,e480_550,480-550 keV,raw,raw,EM_BELOW_THRESHOLD,2,1.894327970930798e-09,1.3394921540365204e-09,1.894327970930798e-09,9.760111812006876e-07,1030.45639
FLUKA,delayed,Nb-94,e480_550,480-550 keV,side_compton_fov_pass,final,EM_BELOW_THRESHOLD,1,9.47163985465399e-10,9.47163985465399e-10,9.47163985465399e-10,4.654170063240464e-07,491.379543
FLUKA,delayed,Nb-94,e550_800,550-800 keV,active_veto_pass,active-veto,ELECTRON,0,0.0,0.0,4.4328385290974267e-10,3.265085871382535e-07,344.7223418
