dimension,key,metric,metric_label,stage,source_histories,source_fraction,fluka_sum_w,megalib_sum_w,fluka_contribution_per_parent,megalib_contribution_per_parent,contribution_difference_per_parent,difference_share_of_total,z_contribution_difference,fluka_conditional_efficiency,megalib_conditional_efficiency,fluka_over_megalib_conditional
source_volume,Cu_MXC_Clamp_Pad_YM_ZP_for_OffAxisStem,all_tes_gt0,all TES > 0,raw,156,0.000156,4.0,1.0,4e-06,1e-06,3e-06,0.0007959671000265322,1.3416407864998736,0.02564102564102564,0.00641025641025641,4.0
source_volume,Cu_MXC_Clamp_Pad_YP_ZP_for_OffAxisStem,all_tes_gt0,all TES > 0,raw,141,0.000141,3.0,1.0,3e-06,1e-06,2.0000000000000003e-06,0.0005306447333510215,1.0000000000000002,0.02127659574468085,0.0070921985815602835,3.0
source_volume,Cu_ColdFinger_Stem_YM_ZM_to_MXC,all_tes_gt0,all TES > 0,raw,150,0.00015,3.0,1.0,3e-06,1e-06,2.0000000000000003e-06,0.0005306447333510215,1.0000000000000002,0.02,0.006666666666666667,3.0
source_volume,Cu_SubstrateSupport_OpenRing_L2_YP_panel,all_tes_gt0,all TES > 0,raw,137,0.000137,9.0,11.0,9e-06,1.1e-05,-1.9999999999999995e-06,-0.0005306447333510213,-0.44721359549995776,0.06569343065693431,0.08029197080291971,0.8181818181818182
source_volume,Cu_SubstrateSupport_OpenRing_L3_ZM_panel,all_tes_gt0,all TES > 0,raw,139,0.000139,9.0,11.0,9e-06,1.1e-05,-1.9999999999999995e-06,-0.0005306447333510213,-0.44721359549995776,0.06474820143884892,0.07913669064748201,0.8181818181818182
source_volume,Cu_50mK_StillLike_Can_side_wall_below_side_port,all_tes_gt0,all TES > 0,raw,17795,0.017795,133.0,131.0,0.000133,0.000131,1.9999999999999944e-06,0.00053064473335102,0.12309149097933238,0.0074740095532452935,0.007361618432143861,1.015267175572519
source_volume,Cu_SubstrateSupport_OpenRing_L1_YM_panel,all_tes_gt0,all TES > 0,raw,140,0.00014,10.0,9.0,1e-05,9e-06,1.0000000000000006e-06,0.0002653223666755109,0.22941573387056188,0.07142857142857142,0.06428571428571428,1.1111111111111112
source_volume,DR_Capillary_CuNi_4K_60K,all_tes_gt0,all TES > 0,raw,17915,0.017915,0.0,1.0,0.0,1e-06,-1e-06,-0.0002653223666755107,-1.0,0.0,5.58191459670667e-05,0.0
source_volume,Cu_MXC_Clamp_Pad_YP_ZM_for_OffAxisStem,all_tes_gt0,all TES > 0,raw,135,0.000135,2.0,1.0,2e-06,1e-06,1e-06,0.0002653223666755107,0.5773502691896258,0.014814814814814815,0.007407407407407408,2.0
source_volume,Cu_SubstrateSupport_SolidDisk_L0_deepest,e1500_3000,1500-3000 keV,active_veto,4708,0.004708,1.0,0.0,1e-06,0.0,1e-06,1.0,1.0,0.00021240441801189465,0.0,
source_volume,Cu_SubstrateSupport_SolidDisk_L0_deepest,e1500_3000,1500-3000 keV,raw,4708,0.004708,1.0,0.0,1e-06,0.0,1e-06,1.0,1.0,0.00021240441801189465,0.0,
source_volume,ColdPlate_MXC_50mK_SD_anchor,e480_550,480-550 keV,active_veto,84445,0.084445,268.0,199.0,0.000268,0.000199,6.9e-05,0.3988439306358381,3.1929392123409577,0.003173663331162295,0.002356563443661555,1.3467336683417084
source_volume,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,e480_550,480-550 keV,active_veto,31280,0.03128,71.0,28.0,7.1e-05,2.8e-05,4.3e-05,0.2485549132947977,4.321662605614612,0.0022698209718670075,0.0008951406649616369,2.5357142857142856
