code,band,band_label,histories,events,efficiency_per_parent,efficiency_sigma_binomial,sum_w,sum_w2,n_eff,top_material_counts,top_source_volume_counts
fluka,all_tes_gt0,all TES > 0,1000000,6566,0.006566,8.076439589323999e-05,6566.0,6566.0,6566.0,"{""Copper"": 6372, ""CuNi"": 194}","{""ColdPlate_CP_100mK_intercept"": 41, ""ColdPlate_MXC_50mK_SD_anchor"": 1571, ""ColdPlate_Still_0p7K"": 16, ""Cu_50mK_StillLike_Can_bottom_cap_2mm"": 417, ""Cu_50mK_StillLike_Can_side_wall_above_side_port"": 463, ""Cu_50mK_StillLike_Can_side_wall_rectcut_window_band"": 463, ""Cu_SubstrateSupport_SolidDisk_L0_deepest"": 1911}"
fluka,e480_550,480-550 keV,1000000,1470,0.00147,3.8312388335889475e-05,1470.0,1470.0,1470.0,"{""Copper"": 1405, ""CuNi"": 65}","{""ColdPlate_CP_100mK_intercept"": 69, ""ColdPlate_MXC_50mK_SD_anchor"": 488, ""Cu_50mK_StillLike_Can_bottom_cap_2mm"": 69, ""Cu_50mK_StillLike_Can_side_wall_above_side_port"": 138, ""Cu_50mK_StillLike_Can_side_wall_below_side_port"": 16, ""Cu_50mK_StillLike_Can_side_wall_rectcut_window_band"": 155, ""Cu_SubstrateSupport_SolidDisk_L0_deepest"": 104, ""DR_Continuous_HEX_CuNi_MXC_to_CP"": 8}"
fluka,w2_510p58_511p42,W2 510.58-511.42 keV,1000000,1269,0.001269,3.56004162756561e-05,1269.0,1269.0,1269.0,"{""Copper"": 1210, ""CuNi"": 59}","{""ColdPlate_CP_100mK_intercept"": 66, ""ColdPlate_MXC_50mK_SD_anchor"": 438, ""ColdPlate_Still_0p7K"": 13, ""Cu_50mK_StillLike_Can_bottom_cap_2mm"": 63, ""Cu_50mK_StillLike_Can_side_wall_above_side_port"": 124, ""Cu_50mK_StillLike_Can_side_wall_below_side_port"": 20, ""Cu_50mK_StillLike_Can_side_wall_rectcut_window_band"": 150, ""Cu_SubstrateSupport_SolidDisk_L0_deepest"": 42}"
fluka,e1500_3000,1500-3000 keV,1000000,1,1e-06,9.999994999998751e-07,1.0,1.0,1.0,"{""Copper"": 1}","{""Cu_SubstrateSupport_SolidDisk_L0_deepest"": 1}"
fluka,e3000_10000,3000-10000 keV,1000000,0,0.0,0.0,0.0,0.0,0.0,{},{}
