history_id,parent_resampled_history_id,selected_position_row_index,common_event_id,source_event_id,source_name,production_tag,source_volume,resolved_static_material,nuclide,isotope_Z,isotope_A,za,exc_keV,x_cm,y_cm,z_cm,time_s,history_weight,event_weight_Bq,sampling_probability,selection_u64,A,Z,event_id,isomer,original_activity_weight_Bq,resampled_history_id
1,1,61,61,4758,phase3_cu64_common_parent_000000001,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,21.24014,-2.799425,7.116672,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,161579224287262237,64,29,61,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,1
2,2,3104,3104,9002,phase3_cu64_common_parent_000000002,n,ColdPlate_CP_100mK_intercept,Copper,Cu-64,29,64,29064,0,7.047328,5.029647,-0.1669319,0.0,1.0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,8264998822456780125,64,29,3104,0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,2
3,3,3316,3316,9214,phase3_cu64_common_parent_000000003,n,ColdPlate_CP_100mK_intercept,Copper,Cu-64,29,64,29064,0,1.076801,-3.284617,5.679863,0.0,1.0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,8829324801232369513,64,29,3316,0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,3
4,4,5853,5853,234309,phase3_cu64_common_parent_000000004,n,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,Copper,Cu-64,29,64,29064,0,1.934984,0.7403839,-8.800187,0.0,1.0,0.00067878017572817528276285253271889400921658986175115207373271889400921658986175115,0.00014436280272258657460993552076995607002844013492766224301499652082727020072145240,15584761101376641161,64,29,5853,0,0.00067878017572817528276285253271889400921658986175115207373271889400921658986175115,4
5,5,3540,3540,9665,phase3_cu64_common_parent_000000005,n,ColdPlate_MXC_50mK_SD_anchor,Copper,Cu-64,29,64,29064,0,4.877197,3.639476,-4.878875,0.0,1.0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,9424626213192282362,64,29,3540,0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,5
6,6,2455,2455,7152,phase3_cu64_common_parent_000000006,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,8.668145,-4.083241,19.37111,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6537347836521304736,64,29,2455,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,6
7,7,863,863,5560,phase3_cu64_common_parent_000000007,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,12.37548,0.2417014,16.03708,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,2296334214059482169,64,29,863,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,7
8,8,2455,2455,7152,phase3_cu64_common_parent_000000008,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,8.668145,-4.083241,19.37111,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6536123982032293952,64,29,2455,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,8
9,9,5826,5826,234282,phase3_cu64_common_parent_000000009,n,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,Copper,Cu-64,29,64,29064,0,-2.929404,-7.471265,-2.168243,0.0,1.0,0.00067878017572817528276285253271889400921658986175115207373271889400921658986175115,0.00014436280272258657460993552076995607002844013492766224301499652082727020072145240,15514480908242579435,64,29,5826,0,0.00067878017572817528276285253271889400921658986175115207373271889400921658986175115,9
10,10,2912,2912,8810,phase3_cu64_common_parent_000000010,n,ColdPlate_CP_100mK_intercept,Copper,Cu-64,29,64,29064,0,7.413049,-0.1567328,-0.06565099,0.0,1.0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,7752596307311395989,64,29,2912,0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,10
11,11,4862,4862,11201,phase3_cu64_common_parent_000000011,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,11.03651,0.1078969,4.289171,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,12947244560201217642,64,29,4862,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,11
12,12,6417,6417,235140,phase3_cu64_common_parent_000000012,n,DR_Capillary_CuNi_Still_4K,CuNi,Cu-64,29,64,29064,0,9.602236,9.025196,6.64836,0.0,1.0,0.00067878017572817528276285253293103448275862068965517241379310344827586206896551724,0.00014436280272258657460993552081507405435756479182106602876456061475960886262405059,17085951256216299971,64,29,6417,0,0.00067878017572817528276285253293103448275862068965517241379310344827586206896551724,12
13,13,4848,4848,11187,phase3_cu64_common_parent_000000013,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,9.059837,8.171135,6.475985,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,12907744785630852757,64,29,4848,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,13
14,14,6731,6731,236653,phase3_cu64_common_parent_000000014,n,DR_Still_Pot_Cu,Copper,Cu-64,29,64,29064,0,6.795232,2.406875,7.140841,0.0,1.0,0.00067878017572817528276285253299492385786802030456852791878172588832487309644670051,0.00014436280272258657460993552082866203112057670630325027884647937389917761380181172,17922342008318318923,64,29,6731,0,0.00067878017572817528276285253299492385786802030456852791878172588832487309644670051,14
15,15,5730,5730,234131,phase3_cu64_common_parent_000000015,n,Cu_50mK_StillLike_Can_side_wall_below_side_port,Copper,Cu-64,29,64,29064,0,-9.26167,6.239541,-3.358151,0.0,1.0,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,0.00014436280272258657460993552083671473057658129698784139404211907867558047352741505,15256741484451859342,64,29,5730,0,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,15
16,16,204,204,4901,phase3_cu64_common_parent_000000016,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,19.3267,0.7302938,9.25174,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,540857391192578712,64,29,204,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,16
17,17,4325,4325,10664,phase3_cu64_common_parent_000000017,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,5.672566,3.239225,10.26798,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11516420841940175374,64,29,4325,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,17
18,18,4287,4287,10626,phase3_cu64_common_parent_000000018,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,5.973555,-0.9745717,9.159793,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11415847084068855422,64,29,4287,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,18
19,19,2407,2407,7104,phase3_cu64_common_parent_000000019,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,12.52037,-1.48245,15.39576,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6407245939068191446,64,29,2407,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,19
20,20,2401,2401,7098,phase3_cu64_common_parent_000000020,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,12.94458,-4.406405,15.45133,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6393180254372229414,64,29,2401,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,20
21,21,5210,5210,11549,phase3_cu64_common_parent_000000021,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,5.039296,0.9592113,10.16409,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,13873900136915102248,64,29,5210,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,21
22,22,3481,3481,9606,phase3_cu64_common_parent_000000022,n,ColdPlate_MXC_50mK_SD_anchor,Copper,Cu-64,29,64,29064,0,3.209516,1.460368,-3.198745,0.0,1.0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,9268494489630246871,64,29,3481,0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,22
23,23,6761,6761,236683,phase3_cu64_common_parent_000000023,n,DR_Still_Pot_Cu,Copper,Cu-64,29,64,29064,0,7.204037,-2.049861,6.647537,0.0,1.0,0.00067878017572817528276285253299492385786802030456852791878172588832487309644670051,0.00014436280272258657460993552082866203112057670630325027884647937389917761380181172,18003733482153757155,64,29,6761,0,0.00067878017572817528276285253299492385786802030456852791878172588832487309644670051,23
24,24,3500,3500,9625,phase3_cu64_common_parent_000000024,n,ColdPlate_MXC_50mK_SD_anchor,Copper,Cu-64,29,64,29064,0,2.677929,3.496261,-2.600331,0.0,1.0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,9318717985276543958,64,29,3500,0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,24
25,25,6861,6861,236783,phase3_cu64_common_parent_000000025,n,DR_Still_Pot_Cu,Copper,Cu-64,29,64,29064,0,7.470549,-1.040256,5.632563,0.0,1.0,0.00067878017572817528276285253299492385786802030456852791878172588832487309644670051,0.00014436280272258657460993552082866203112057670630325027884647937389917761380181172,18268640391859791946,64,29,6861,0,0.00067878017572817528276285253299492385786802030456852791878172588832487309644670051,25
26,26,5771,5771,234227,phase3_cu64_common_parent_000000026,n,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,Copper,Cu-64,29,64,29064,0,-6.413753,-5.730455,0.7461571,0.0,1.0,0.00067878017572817528276285253271889400921658986175115207373271889400921658986175115,0.00014436280272258657460993552076995607002844013492766224301499652082727020072145240,15365653398604541393,64,29,5771,0,0.00067878017572817528276285253271889400921658986175115207373271889400921658986175115,26
27,27,4433,4433,10772,phase3_cu64_common_parent_000000027,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,10.85128,-7.007549,4.713794,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11804482190211382701,64,29,4433,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,27
28,28,6097,6097,234631,phase3_cu64_common_parent_000000028,n,DR_4K_Condenser_Cu,Copper,Cu-64,29,64,29064,0,12.56852,-0.08191074,13.67111,0.0,1.0,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,0.00014436280272258657460993552083671473057658129698784139404211907867558047352741505,16235661729440070681,64,29,6097,0,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,28
29,29,6038,6038,234560,phase3_cu64_common_parent_000000029,n,Cu_SubstrateSupport_SolidDisk_L0_deepest,Copper,Cu-64,29,64,29064,0,-0.2338889,-0.07356532,-5.26698,0.0,1.0,0.00067878017572817528276285253272727272727272727272727272727272727272727272727272727,0.00014436280272258657460993552077173805374726153778759919880217712515010005594130306,16078739554391653567,64,29,6038,0,0.00067878017572817528276285253272727272727272727272727272727272727272727272727272727,29
30,30,4023,4023,10362,phase3_cu64_common_parent_000000030,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,12.24887,-4.327606,3.409701,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,10711903099535025249,64,29,4023,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,30
31,31,2725,2725,8623,phase3_cu64_common_parent_000000031,n,ColdPlate_CP_100mK_intercept,Copper,Cu-64,29,64,29064,0,0.5062975,-3.250438,6.552739,0.0,1.0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,7255496888974634873,64,29,2725,0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,31
32,32,1103,1103,5800,phase3_cu64_common_parent_000000032,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,19.05063,-1.918755,9.186015,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,2937135737260140716,64,29,1103,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,32
33,33,468,468,5165,phase3_cu64_common_parent_000000033,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,18.1005,2.952847,9.959711,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,1243814642411467362,64,29,468,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,33
34,34,164,164,4861,phase3_cu64_common_parent_000000034,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,18.10332,6.542414,9.806605,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,436290746019158889,64,29,164,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,34
35,35,5250,5250,11589,phase3_cu64_common_parent_000000035,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,12.96815,-3.427388,2.633712,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,13979814811022071233,64,29,5250,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,35
36,36,4330,4330,10669,phase3_cu64_common_parent_000000036,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,4.808685,7.147072,10.79047,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11529292401614425242,64,29,4330,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,36
37,37,5439,5439,233747,phase3_cu64_common_parent_000000037,n,Cu_50mK_StillLike_Can_bottom_cap_2mm,Copper,Cu-64,29,64,29064,0,-4.726452,-3.608373,-9.075839,0.0,1.0,0.00067878017572817528276285253315508021390374331550802139037433155080213903743315508,0.00014436280272258657460993552086272404597884846028320376487704562822164795775485443,14482621333348746396,64,29,5439,0,0.00067878017572817528276285253315508021390374331550802139037433155080213903743315508,37
38,38,6867,6867,236789,phase3_cu64_common_parent_000000038,n,DR_Still_Pot_Cu,Copper,Cu-64,29,64,29064,0,7.54094,-2.383551,6.171137,0.0,1.0,0.00067878017572817528276285253299492385786802030456852791878172588832487309644670051,0.00014436280272258657460993552082866203112057670630325027884647937389917761380181172,18286828243240927321,64,29,6867,0,0.00067878017572817528276285253299492385786802030456852791878172588832487309644670051,38
39,39,3591,3591,9716,phase3_cu64_common_parent_000000039,n,ColdPlate_MXC_50mK_SD_anchor,Copper,Cu-64,29,64,29064,0,-1.718471,-6.43497,1.925737,0.0,1.0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,9560638253393817033,64,29,3591,0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,39
40,40,2284,2284,6981,phase3_cu64_common_parent_000000040,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,10.36024,-7.906423,18.04638,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6080082716486789284,64,29,2284,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,40
41,41,4612,4612,10951,phase3_cu64_common_parent_000000041,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,5.153982,7.358501,10.62884,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,12279474550650131579,64,29,4612,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,41
42,42,2055,2055,6752,phase3_cu64_common_parent_000000042,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,16.78512,-1.022581,11.10014,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,5471637206008269421,64,29,2055,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,42
43,43,5029,5029,11368,phase3_cu64_common_parent_000000043,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,5.917905,6.058556,10.05187,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,13390413103124530021,64,29,5029,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,43
44,44,1162,1162,5859,phase3_cu64_common_parent_000000044,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,20.57284,0.8759926,7.32182,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,3094197628183294269,64,29,1162,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,44
45,45,6905,6905,247283,phase3_cu64_common_parent_000000045,n,PreCool_FlexLink_Cu_remote_interface,Copper,Cu-64,29,64,29064,0,11.90166,0.3929828,27.10358,0.0,1.0,0.00067878017572817528276285253304347826086956521739130434782608695652173913043478261,0.00014436280272258657460993552083898856974452143702348083459664514915950502684697147,18387214164010621585,64,29,6905,0,0.00067878017572817528276285253304347826086956521739130434782608695652173913043478261,45
46,46,1479,1479,6176,phase3_cu64_common_parent_000000046,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,13.19414,-6.419982,15.22165,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,3937218630763429739,64,29,1479,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,46
47,47,1766,1766,6463,phase3_cu64_common_parent_000000047,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,8.906841,3.796419,19.79608,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,4702591206148985746,64,29,1766,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,47
48,48,1167,1167,5864,phase3_cu64_common_parent_000000048,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,8.319126,1.023147,19.95332,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,3106961846243578450,64,29,1167,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,48
49,49,4800,4800,11139,phase3_cu64_common_parent_000000049,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,6.458764,-3.290818,9.33623,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,12780055724768958850,64,29,4800,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,49
50,50,2816,2816,8714,phase3_cu64_common_parent_000000050,n,ColdPlate_CP_100mK_intercept,Copper,Cu-64,29,64,29064,0,4.145549,6.714344,2.896936,0.0,1.0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,7498827586117986844,64,29,2816,0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,50
51,51,2211,2211,6908,phase3_cu64_common_parent_000000051,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,16.4627,-6.500306,11.87544,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,5886289884487748064,64,29,2211,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,51
52,52,509,509,5206,phase3_cu64_common_parent_000000052,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,10.96947,-6.574379,17.51119,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,1354890053749504020,64,29,509,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,52
53,53,5961,5961,234417,phase3_cu64_common_parent_000000053,n,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,Copper,Cu-64,29,64,29064,0,-0.711083,6.452918,-5.977229,0.0,1.0,0.00067878017572817528276285253271889400921658986175115207373271889400921658986175115,0.00014436280272258657460993552076995607002844013492766224301499652082727020072145240,15873654547042252685,64,29,5961,0,0.00067878017572817528276285253271889400921658986175115207373271889400921658986175115,53
54,54,5477,5477,233830,phase3_cu64_common_parent_000000054,n,Cu_50mK_StillLike_Can_side_wall_above_side_port,Copper,Cu-64,29,64,29064,0,-2.693049,-7.469759,-1.172147,0.0,1.0,0.00067878017572817528276285253296703296703296703296703296703296703296703296703296703,0.00014436280272258657460993552082273020323968937347194901055842211038800052838626042,14583296910690459742,64,29,5477,0,0.00067878017572817528276285253296703296703296703296703296703296703296703296703296703,54
55,55,1712,1712,6409,phase3_cu64_common_parent_000000055,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,20.42275,2.670331,8.261995,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,4557199401434232363,64,29,1712,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,55
56,56,5310,5310,233618,phase3_cu64_common_parent_000000056,n,Cu_50mK_StillLike_Can_bottom_cap_2mm,Copper,Cu-64,29,64,29064,0,-5.993052,-0.7715262,-7.946749,0.0,1.0,0.00067878017572817528276285253315508021390374331550802139037433155080213903743315508,0.00014436280272258657460993552086272404597884846028320376487704562822164795775485443,14140321489520311233,64,29,5310,0,0.00067878017572817528276285253315508021390374331550802139037433155080213903743315508,56
57,57,4969,4969,11308,phase3_cu64_common_parent_000000057,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,3.117677,-3.392382,12.49719,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,13232092147803158545,64,29,4969,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,57
58,58,1857,1857,6554,phase3_cu64_common_parent_000000058,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,12.314,2.667584,16.29108,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,4944305127737800725,64,29,1857,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,58
59,59,3656,3656,9781,phase3_cu64_common_parent_000000059,n,ColdPlate_MXC_50mK_SD_anchor,Copper,Cu-64,29,64,29064,0,-2.154548,-2.387556,2.195309,0.0,1.0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,9734864305975738618,64,29,3656,0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,59
60,60,3134,3134,9032,phase3_cu64_common_parent_000000060,n,ColdPlate_CP_100mK_intercept,Copper,Cu-64,29,64,29064,0,6.242688,4.231698,0.4906944,0.0,1.0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,8344148320623526874,64,29,3134,0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,60
61,61,3592,3592,9717,phase3_cu64_common_parent_000000061,n,ColdPlate_MXC_50mK_SD_anchor,Copper,Cu-64,29,64,29064,0,-1.962443,0.9648417,2.020242,0.0,1.0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,9564242344943148397,64,29,3592,0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,61
62,62,1628,1628,6325,phase3_cu64_common_parent_000000062,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,18.04524,2.149171,10.5748,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,4333420619567439620,64,29,1628,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,62
63,63,5381,5381,233689,phase3_cu64_common_parent_000000063,n,Cu_50mK_StillLike_Can_bottom_cap_2mm,Copper,Cu-64,29,64,29064,0,-11.93863,-0.1582454,-1.993062,0.0,1.0,0.00067878017572817528276285253315508021390374331550802139037433155080213903743315508,0.00014436280272258657460993552086272404597884846028320376487704562822164795775485443,14327285895390261838,64,29,5381,0,0.00067878017572817528276285253315508021390374331550802139037433155080213903743315508,63
64,64,3715,3715,9840,phase3_cu64_common_parent_000000064,n,ColdPlate_MXC_50mK_SD_anchor,Copper,Cu-64,29,64,29064,0,3.630854,-1.348131,-3.613088,0.0,1.0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,9891244117243184470,64,29,3715,0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,64
65,65,5657,5657,234058,phase3_cu64_common_parent_000000065,n,Cu_50mK_StillLike_Can_side_wall_below_side_port,Copper,Cu-64,29,64,29064,0,-6.951969,-7.432474,-5.350874,0.0,1.0,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,0.00014436280272258657460993552083671473057658129698784139404211907867558047352741505,15062185543262924031,64,29,5657,0,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,65
66,66,5735,5735,234136,phase3_cu64_common_parent_000000066,n,Cu_50mK_StillLike_Can_side_wall_below_side_port,Copper,Cu-64,29,64,29064,0,-6.619516,7.563781,-6.011354,0.0,1.0,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,0.00014436280272258657460993552083671473057658129698784139404211907867558047352741505,15270537038746800318,64,29,5735,0,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,66
67,67,2471,2471,7168,phase3_cu64_common_parent_000000067,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,21.18433,2.298929,6.954081,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6579377854944436520,64,29,2471,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,67
