history_id,parent_resampled_history_id,selected_position_row_index,common_event_id,source_event_id,source_name,production_tag,source_volume,resolved_static_material,nuclide,isotope_Z,isotope_A,za,exc_keV,x_cm,y_cm,z_cm,time_s,history_weight,event_weight_Bq,sampling_probability,selection_u64,A,Z,event_id,isomer,original_activity_weight_Bq,resampled_history_id
430,430,5242,5242,11581,phase3_cu64_common_parent_000000430,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,14.14555,-0.400905,1.745212,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,13959541540906489415,64,29,5242,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,430
431,431,4202,4202,10541,phase3_cu64_common_parent_000000431,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,2.050521,1.918479,13.88213,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11187778051128979028,64,29,4202,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,431
432,432,5723,5723,234124,phase3_cu64_common_parent_000000432,n,Cu_50mK_StillLike_Can_side_wall_below_side_port,Copper,Cu-64,29,64,29064,0,-0.5492753,3.249944,-10.09163,0.0,1.0,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,0.00014436280272258657460993552083671473057658129698784139404211907867558047352741505,15238868793174605664,64,29,5723,0,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,432
433,433,2430,2430,7127,phase3_cu64_common_parent_000000433,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,20.50014,2.471762,7.441404,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6469507819395779580,64,29,2430,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,433
434,434,1742,1742,6439,phase3_cu64_common_parent_000000434,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,17.18594,-1.049827,10.95182,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,4637110645817777446,64,29,1742,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,434
435,435,5180,5180,11519,phase3_cu64_common_parent_000000435,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,13.6586,-0.7166891,2.213189,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,13793965975520802078,64,29,5180,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,435
436,436,2525,2525,7222,phase3_cu64_common_parent_000000436,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,12.32433,-1.867795,16.34589,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6723080121493620626,64,29,2525,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,436
437,437,6121,6121,234655,phase3_cu64_common_parent_000000437,n,DR_4K_Condenser_Cu,Copper,Cu-64,29,64,29064,0,13.63184,0.9770202,13.30614,0.0,1.0,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,0.00014436280272258657460993552083671473057658129698784139404211907867558047352741505,16299864780467222235,64,29,6121,0,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,437
438,438,5797,5797,234253,phase3_cu64_common_parent_000000438,n,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,Copper,Cu-64,29,64,29064,0,-0.1463103,-5.868218,-6.712349,0.0,1.0,0.00067878017572817528276285253271889400921658986175115207373271889400921658986175115,0.00014436280272258657460993552076995607002844013492766224301499652082727020072145240,15436878654927287166,64,29,5797,0,0.00067878017572817528276285253271889400921658986175115207373271889400921658986175115,438
439,439,6589,6589,235426,phase3_cu64_common_parent_000000439,n,DR_Continuous_HEX_CuNi_MXC_to_CP,CuNi,Cu-64,29,64,29064,0,5.11871,2.494017,-1.655447,0.0,1.0,0.00067878017572817528276285253296875,0.00014436280272258657460993552082309538139360649989937599488740563567290736770715530,17544620562323901777,64,29,6589,0,0.00067878017572817528276285253296875,439
440,440,2735,2735,8633,phase3_cu64_common_parent_000000440,n,ColdPlate_CP_100mK_intercept,Copper,Cu-64,29,64,29064,0,7.839849,-4.8177,-0.5162724,0.0,1.0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,7282407601716557533,64,29,2735,0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,440
441,441,3982,3982,10321,phase3_cu64_common_parent_000000441,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,13.09264,-0.6848235,2.507213,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,10601527865150105245,64,29,3982,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,441
442,442,6465,6465,235249,phase3_cu64_common_parent_000000442,n,DR_Continuous_HEX_CuNi_CP_to_Still,CuNi,Cu-64,29,64,29064,0,8.743266,0.1045896,1.343419,0.0,1.0,0.00067878017572817528276285253302083333333333333333333333333333333333333333333333333,0.00014436280272258657460993552083417245206242600153132785286657256931508149377429990,17214420617384246377,64,29,6465,0,0.00067878017572817528276285253302083333333333333333333333333333333333333333333333333,442
443,443,6564,6564,235401,phase3_cu64_common_parent_000000443,n,DR_Continuous_HEX_CuNi_MXC_to_CP,CuNi,Cu-64,29,64,29064,0,3.254113,5.252523,2.635006,0.0,1.0,0.00067878017572817528276285253296875,0.00014436280272258657460993552082309538139360649989937599488740563567290736770715530,17477794336499495993,64,29,6564,0,0.00067878017572817528276285253296875,443
444,444,5281,5281,233589,phase3_cu64_common_parent_000000444,n,Cu_50mK_StillLike_Can_bottom_cap_2mm,Copper,Cu-64,29,64,29064,0,-2.378677,0.8039212,-11.60126,0.0,1.0,0.00067878017572817528276285253315508021390374331550802139037433155080213903743315508,0.00014436280272258657460993552086272404597884846028320376487704562822164795775485443,14060945898981186873,64,29,5281,0,0.00067878017572817528276285253315508021390374331550802139037433155080213903743315508,444
445,445,4756,4756,11095,phase3_cu64_common_parent_000000445,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,10.56248,2.702561,5.280402,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,12664059003428976151,64,29,4756,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,445
446,446,3116,3116,9014,phase3_cu64_common_parent_000000446,n,ColdPlate_CP_100mK_intercept,Copper,Cu-64,29,64,29064,0,5.766159,1.447668,1.279074,0.0,1.0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,8297267830007147561,64,29,3116,0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,446
447,447,4867,4867,11206,phase3_cu64_common_parent_000000447,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,3.59763,5.217273,12.17451,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,12958594212534289801,64,29,4867,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,447
448,448,6444,6444,235228,phase3_cu64_common_parent_000000448,n,DR_Continuous_HEX_CuNi_CP_to_Still,CuNi,Cu-64,29,64,29064,0,3.728408,5.141456,6.08271,0.0,1.0,0.00067878017572817528276285253302083333333333333333333333333333333333333333333333333,0.00014436280272258657460993552083417245206242600153132785286657256931508149377429990,17159173605072372466,64,29,6444,0,0.00067878017572817528276285253302083333333333333333333333333333333333333333333333333,448
449,449,3092,3092,8990,phase3_cu64_common_parent_000000449,n,ColdPlate_CP_100mK_intercept,Copper,Cu-64,29,64,29064,0,8.575372,-2.472855,-1.789559,0.0,1.0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,8231906634963236502,64,29,3092,0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,449
450,450,2436,2436,7133,phase3_cu64_common_parent_000000450,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,10.12493,-7.258938,18.30405,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6486911746855216196,64,29,2436,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,450
451,451,4472,4472,10811,phase3_cu64_common_parent_000000451,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,9.516314,7.996913,6.28795,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11907379163250101719,64,29,4472,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,451
452,452,3295,3295,9193,phase3_cu64_common_parent_000000452,n,ColdPlate_CP_100mK_intercept,Copper,Cu-64,29,64,29064,0,6.237335,-4.195152,0.8190582,0.0,1.0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,8772666915660284000,64,29,3295,0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,452
453,453,5566,5566,233919,phase3_cu64_common_parent_000000453,n,Cu_50mK_StillLike_Can_side_wall_above_side_port,Copper,Cu-64,29,64,29064,0,-5.74744,-3.970952,3.25031,0.0,1.0,0.00067878017572817528276285253296703296703296703296703296703296703296703296703296703,0.00014436280272258657460993552082273020323968937347194901055842211038800052838626042,14820212685220444806,64,29,5566,0,0.00067878017572817528276285253296703296703296703296703296703296703296703296703296703,453
454,454,704,704,5401,phase3_cu64_common_parent_000000454,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,13.75434,-8.804151,14.34336,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,1873898797880748537,64,29,704,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,454
455,455,6165,6165,234699,phase3_cu64_common_parent_000000455,n,DR_4K_Condenser_Cu,Copper,Cu-64,29,64,29064,0,12.58792,-0.3121949,14.55889,0.0,1.0,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,0.00014436280272258657460993552083671473057658129698784139404211907867558047352741505,16415968840656767727,64,29,6165,0,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,455
456,456,1077,1077,5774,phase3_cu64_common_parent_000000456,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,19.03102,-1.725194,9.580291,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,2866628288969659206,64,29,1077,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,456
457,457,2735,2735,8633,phase3_cu64_common_parent_000000457,n,ColdPlate_CP_100mK_intercept,Copper,Cu-64,29,64,29064,0,7.839849,-4.8177,-0.5162724,0.0,1.0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,7283196046729163965,64,29,2735,0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,457
458,458,6364,6364,235087,phase3_cu64_common_parent_000000458,n,DR_Capillary_CuNi_Still_4K,CuNi,Cu-64,29,64,29064,0,15.68469,6.453741,6.200691,0.0,1.0,0.00067878017572817528276285253293103448275862068965517241379310344827586206896551724,0.00014436280272258657460993552081507405435756479182106602876456061475960886262405059,16945854982775828248,64,29,6364,0,0.00067878017572817528276285253293103448275862068965517241379310344827586206896551724,458
459,459,6076,6076,234610,phase3_cu64_common_parent_000000459,n,DR_4K_Condenser_Cu,Copper,Cu-64,29,64,29064,0,14.38449,-0.5877605,12.84379,0.0,1.0,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,0.00014436280272258657460993552083671473057658129698784139404211907867558047352741505,16179151457867570669,64,29,6076,0,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,459
460,460,3182,3182,9080,phase3_cu64_common_parent_000000460,n,ColdPlate_CP_100mK_intercept,Copper,Cu-64,29,64,29064,0,1.576175,5.050274,5.365899,0.0,1.0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,8472846394194706549,64,29,3182,0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,460
461,461,6308,6308,234980,phase3_cu64_common_parent_000000461,n,DR_Capillary_CuNi_CP_Still,CuNi,Cu-64,29,64,29064,0,6.771676,5.399964,2.273259,0.0,1.0,0.00067878017572817528276285253285714285714285714285714285714285714285714285714285714,0.00014436280272258657460993552079935880138899328211662201350347649215396281184898830,16797265485730362900,64,29,6308,0,0.00067878017572817528276285253285714285714285714285714285714285714285714285714285714,461
462,462,4218,4218,10557,phase3_cu64_common_parent_000000462,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,13.84957,1.180304,1.756933,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11230629025341856761,64,29,4218,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,462
463,463,5982,5982,234483,phase3_cu64_common_parent_000000463,n,Cu_ColdFinger_Stem_YP_ZM_to_MXC,Copper,Cu-64,29,64,29064,0,3.830576,1.102981,-5.855149,0.0,1.0,0.000678780175728175282762852533,0.00014436280272258657460993552082974162379489820087854710967490579585821184334744206,15929280234762913812,64,29,5982,0,0.000678780175728175282762852533,463
464,464,1683,1683,6380,phase3_cu64_common_parent_000000464,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,15.57928,-6.097973,12.68061,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,4479645125835855369,64,29,1683,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,464
465,465,5713,5713,234114,phase3_cu64_common_parent_000000465,n,Cu_50mK_StillLike_Can_side_wall_below_side_port,Copper,Cu-64,29,64,29064,0,0.0462142,-1.9741,-10.13652,0.0,1.0,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,0.00014436280272258657460993552083671473057658129698784139404211907867558047352741505,15213379798099285406,64,29,5713,0,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,465
466,466,6076,6076,234610,phase3_cu64_common_parent_000000466,n,DR_4K_Condenser_Cu,Copper,Cu-64,29,64,29064,0,14.38449,-0.5877605,12.84379,0.0,1.0,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,0.00014436280272258657460993552083671473057658129698784139404211907867558047352741505,16178226236343007388,64,29,6076,0,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,466
467,467,2664,2664,7361,phase3_cu64_common_parent_000000467,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,19.02041,-1.715485,8.962811,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,7092654703708410996,64,29,2664,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,467
468,468,6339,6339,235062,phase3_cu64_common_parent_000000468,n,DR_Capillary_CuNi_Still_4K,CuNi,Cu-64,29,64,29064,0,11.7757,8.06944,5.434807,0.0,1.0,0.00067878017572817528276285253293103448275862068965517241379310344827586206896551724,0.00014436280272258657460993552081507405435756479182106602876456061475960886262405059,16878326049701843131,64,29,6339,0,0.00067878017572817528276285253293103448275862068965517241379310344827586206896551724,468
469,469,544,544,5241,phase3_cu64_common_parent_000000469,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,20.006,-4.290176,8.051755,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,1446356197509364573,64,29,544,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,469
470,470,696,696,5393,phase3_cu64_common_parent_000000470,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,20.52805,-1.731364,7.40301,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,1852378125081991488,64,29,696,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,470
471,471,2372,2372,7069,phase3_cu64_common_parent_000000471,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,7.532053,-4.684482,20.33982,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6316085710189035449,64,29,2372,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,471
472,472,3935,3935,10060,phase3_cu64_common_parent_000000472,n,ColdPlate_MXC_50mK_SD_anchor,Copper,Cu-64,29,64,29064,0,-1.151064,-4.42967,1.102904,0.0,1.0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,10476889340447608219,64,29,3935,0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,472
473,473,5237,5237,11576,phase3_cu64_common_parent_000000473,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,10.38259,-0.6090097,4.886487,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,13944935986585401654,64,29,5237,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,473
474,474,6470,6470,235254,phase3_cu64_common_parent_000000474,n,DR_Continuous_HEX_CuNi_CP_to_Still,CuNi,Cu-64,29,64,29064,0,6.967967,4.49319,2.961782,0.0,1.0,0.00067878017572817528276285253302083333333333333333333333333333333333333333333333333,0.00014436280272258657460993552083417245206242600153132785286657256931508149377429990,17229308374097167521,64,29,6470,0,0.00067878017572817528276285253302083333333333333333333333333333333333333333333333333,474
475,475,3333,3333,9231,phase3_cu64_common_parent_000000475,n,ColdPlate_CP_100mK_intercept,Copper,Cu-64,29,64,29064,0,7.723861,3.087138,-0.7855381,0.0,1.0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,8874364472614101010,64,29,3333,0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,475
476,476,4430,4430,10769,phase3_cu64_common_parent_000000476,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,7.326884,-3.300228,8.601658,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11796895307101800753,64,29,4430,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,476
477,477,5746,5746,234147,phase3_cu64_common_parent_000000477,n,Cu_50mK_StillLike_Can_side_wall_below_side_port,Copper,Cu-64,29,64,29064,0,-0.9038982,-2.395328,-10.95285,0.0,1.0,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,0.00014436280272258657460993552083671473057658129698784139404211907867558047352741505,15299893609152621463,64,29,5746,0,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,477
478,478,4913,4913,11252,phase3_cu64_common_parent_000000478,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,12.86465,5.134166,3.07827,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,13081860625801336119,64,29,4913,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,478
479,479,18,18,4715,phase3_cu64_common_parent_000000479,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,21.29772,-0.2111777,6.962263,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,46456380603332963,64,29,18,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,479
480,480,5518,5518,233871,phase3_cu64_common_parent_000000480,n,Cu_50mK_StillLike_Can_side_wall_above_side_port,Copper,Cu-64,29,64,29064,0,-7.327983,-0.3375779,3.479939,0.0,1.0,0.00067878017572817528276285253296703296703296703296703296703296703296703296703296703,0.00014436280272258657460993552082273020323968937347194901055842211038800052838626042,14692493103937373696,64,29,5518,0,0.00067878017572817528276285253296703296703296703296703296703296703296703296703296703,480
481,481,2421,2421,7118,phase3_cu64_common_parent_000000481,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,16.40709,2.747767,12.00272,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6445426870629430604,64,29,2421,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,481
482,482,5007,5007,11346,phase3_cu64_common_parent_000000482,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,8.883402,-7.525581,6.98284,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,13333545995820175408,64,29,5007,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,482
483,483,1761,1761,6458,phase3_cu64_common_parent_000000483,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,15.73204,2.373759,12.38661,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,4688052234449246820,64,29,1761,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,483
484,484,5365,5365,233673,phase3_cu64_common_parent_000000484,n,Cu_50mK_StillLike_Can_bottom_cap_2mm,Copper,Cu-64,29,64,29064,0,-8.777478,-1.843496,-5.144884,0.0,1.0,0.00067878017572817528276285253315508021390374331550802139037433155080213903743315508,0.00014436280272258657460993552086272404597884846028320376487704562822164795775485443,14284761526581656860,64,29,5365,0,0.00067878017572817528276285253315508021390374331550802139037433155080213903743315508,484
485,485,2134,2134,6831,phase3_cu64_common_parent_000000485,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,11.6232,5.426469,16.55156,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,5682522710918578075,64,29,2134,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,485
486,486,6400,6400,235123,phase3_cu64_common_parent_000000486,n,DR_Capillary_CuNi_Still_4K,CuNi,Cu-64,29,64,29064,0,13.98573,8.914464,10.34652,0.0,1.0,0.00067878017572817528276285253293103448275862068965517241379310344827586206896551724,0.00014436280272258657460993552081507405435756479182106602876456061475960886262405059,17042456470479423864,64,29,6400,0,0.00067878017572817528276285253293103448275862068965517241379310344827586206896551724,486
487,487,6205,6205,234837,phase3_cu64_common_parent_000000487,n,DR_Capillary_CuNi_4K_60K,CuNi,Cu-64,29,64,29064,0,18.44132,10.48628,15.15809,0.0,1.0,0.00067878017572817528276285253298387096774193548387096774193548387096774193548387097,0.00014436280272258657460993552082631130513616700037316846978458313253676437204922954,16521511181371061960,64,29,6205,0,0.00067878017572817528276285253298387096774193548387096774193548387096774193548387097,487
488,488,400,400,5097,phase3_cu64_common_parent_000000488,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,18.92943,-6.674026,9.358717,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,1062572906558416509,64,29,400,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,488
489,489,3005,3005,8903,phase3_cu64_common_parent_000000489,n,ColdPlate_CP_100mK_intercept,Copper,Cu-64,29,64,29064,0,8.571454,-3.124795,-1.191499,0.0,1.0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,7999925678260935415,64,29,3005,0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,489
490,490,3154,3154,9052,phase3_cu64_common_parent_000000490,n,ColdPlate_CP_100mK_intercept,Copper,Cu-64,29,64,29064,0,6.382487,-2.374372,0.3777051,0.0,1.0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,8398477634947563581,64,29,3154,0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,490
491,491,791,791,5488,phase3_cu64_common_parent_000000491,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,14.11991,8.156608,14.33647,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,2104738739847309234,64,29,791,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,491
492,492,312,312,5009,phase3_cu64_common_parent_000000492,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,14.65598,-0.6676315,13.79059,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,830230161592629421,64,29,312,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,492
493,493,6573,6573,235410,phase3_cu64_common_parent_000000493,n,DR_Continuous_HEX_CuNi_MXC_to_CP,CuNi,Cu-64,29,64,29064,0,3.700201,4.080713,-1.2519,0.0,1.0,0.00067878017572817528276285253296875,0.00014436280272258657460993552082309538139360649989937599488740563567290736770715530,17502537056962434424,64,29,6573,0,0.00067878017572817528276285253296875,493
494,494,1176,1176,5873,phase3_cu64_common_parent_000000494,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,15.17745,-3.643447,12.69016,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,3129233550826335609,64,29,1176,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,494
495,495,6902,6902,247280,phase3_cu64_common_parent_000000495,n,PreCool_FlexLink_Cu_remote_interface,Copper,Cu-64,29,64,29064,0,12.45219,0.2566094,27.74816,0.0,1.0,0.00067878017572817528276285253304347826086956521739130434782608695652173913043478261,0.00014436280272258657460993552083898856974452143702348083459664514915950502684697147,18378287123685015242,64,29,6902,0,0.00067878017572817528276285253304347826086956521739130434782608695652173913043478261,495
496,496,2734,2734,8632,phase3_cu64_common_parent_000000496,n,ColdPlate_CP_100mK_intercept,Copper,Cu-64,29,64,29064,0,2.528801,6.688023,4.808906,0.0,1.0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,7279488088599282000,64,29,2734,0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,496
497,497,5221,5221,11560,phase3_cu64_common_parent_000000497,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,13.74123,-1.663875,1.591079,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,13902698945919152728,64,29,5221,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,497
