common_event_id,source_event_id,production_tag,x_cm,y_cm,z_cm,geometry_local_x_cm,geometry_local_y_cm,geometry_local_z_cm,coordinate_transform_policy,source_volume,expected_material,expected_fluka_region_name,expected_shape_type,expected_depth,expected_contains_static,resolved_static_volume,resolved_static_logical,resolved_static_material,resolved_static_fluka_region_name,resolved_static_depth,containing_volume_count,deepest_volume_count,expected_min_boundary_margin_cm_approx,same_material_as_expected,audit_status,audit_note,original_activity_weight_Bq
1,153,muminus,10.47543,7.475009,17.97492,-5.302940234,7.475009,20.11743541,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.1825645879,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.0006753252346540412812810649609
2,4699,n,17.0042,8.949003,11.53956,3.864084001,8.949003,20.18348626,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.1165137434,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
3,4700,n,16.70052,9.288542,11.27405,3.837093735,9.288542,19.78100815,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.08100814778,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
4,4701,n,19.95725,-5.395792,8.16506,8.338337514,-5.395792,19.8854761,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.1854761036,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
5,4702,n,16.25033,6.388564,12.22213,2.848367536,6.388564,20.13306954,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.1669304569,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
6,4703,n,11.44449,-1.962863,16.49001,-3.567721407,-1.962863,19.75267438,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.05267437906,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
7,4704,n,11.28395,8.951373,17.26312,-4.227911653,8.951373,20.18582678,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.11417322,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
8,4705,n,15.13345,-7.269784,13.49291,1.160036959,-7.269784,20.24189328,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.05810672331,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
9,4706,n,19.66914,-3.508203,8.948042,7.580961098,-3.508203,20.23540345,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.06459654935,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
10,4707,n,10.52657,-8.763941,17.5598,-4.973244627,-8.763941,19.86006269,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.1600626859,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
11,4708,n,17.93886,-3.545879,10.0928,5.548002232,-3.545879,19.82137687,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.1213768739,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
12,4709,n,18.01287,1.760647,9.872084,5.756404985,1.760647,19.71764007,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.01764006647,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
13,4710,n,19.54789,-2.331398,8.517451,7.799698216,-2.331398,19.84519294,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.1451929374,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
14,4711,n,14.99066,-5.206669,13.57419,1.001595542,-5.206669,20.19839914,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.1016008614,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
15,4712,n,12.03105,3.537678,16.53986,-3.188210126,3.537678,20.20268421,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.09731579433,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
16,4713,n,14.87594,-0.5027262,13.71701,0.8194872619,-0.5027262,20.21826884,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.08173116087,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
17,4714,n,15.92304,-8.137665,11.95564,2.805375444,-8.137665,19.71320368,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.01320367853,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
18,4715,n,21.29772,-0.2111777,6.962263,10.13669886,-0.2111777,19.98282562,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.2611016515,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
19,4716,n,14.95602,-5.691217,12.97093,1.4036706,-5.691217,19.74733572,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.04733572286,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
20,4717,n,14.06767,7.636031,14.2372,-0.1198758126,7.636031,20.01456552,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.2854344824,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
21,4718,n,17.84885,-7.523538,10.73027,5.03359619,-7.523538,20.20848955,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.09151044766,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
22,4719,n,7.919705,-2.71913,20.11179,-8.62110598,-2.71913,19.8212602,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.1212602013,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
23,4720,n,16.76666,7.557731,11.5509,3.688099265,7.557731,20.0235387,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.2764612973,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
24,4721,n,8.885794,-0.4737163,19.61865,-7.589275259,-0.4737163,20.15568565,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.1443143536,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
25,4722,n,12.52064,-7.610457,16.12247,-2.546878418,-7.610457,20.25373732,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.04626268473,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
26,4723,n,14.66867,3.002363,14.02563,0.4546979446,3.002363,20.28993411,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.0100658886,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
27,4724,n,15.61168,8.993589,12.66834,2.081255673,8.993589,19.99699391,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.2969939141,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
28,4725,n,19.103,6.000576,8.897431,7.216427046,6.000576,19.79929464,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.09929463625,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
29,4726,n,12.42871,10.02914,15.47889,-2.156802962,10.02914,19.73365321,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.03365320664,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
30,4727,n,11.44561,2.116826,16.96893,-3.905577027,2.116826,20.09211392,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.2078860817,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
31,4728,n,13.57879,8.792438,14.68073,-0.7791892465,8.792438,19.98249823,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.2824982251,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
32,4729,n,16.17648,-5.109519,12.12904,2.86197227,-5.109519,20.01502514,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.284974863,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
33,4730,n,12.06728,3.858124,16.62395,-3.222052257,3.858124,20.28776329,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.01223670642,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
34,4731,n,16.3696,7.480812,11.59736,3.374483265,7.480812,19.77562707,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.07562706517,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
35,4732,n,6.952999,0.0938788,21.60819,-10.36278494,0.0938788,20.19581042,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.03678983846,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
36,4733,n,14.27515,-7.841278,14.4103,-0.09556548148,-7.841278,20.28367622,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.01632378361,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
37,4734,n,14.61534,-2.81893,13.61691,0.7059966235,-2.81893,19.96321542,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.2632154232,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
38,4735,n,17.08508,-4.301254,11.45076,3.984065879,-4.301254,20.17788597,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.1221140291,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
39,4736,n,20.13259,-5.046464,7.999409,8.579454562,-5.046464,19.89232726,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.1923272612,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
40,4737,n,9.00625,-1.476342,19.51066,-7.427739543,-1.476342,20.16450044,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.1354995605,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
41,4738,n,18.59233,6.426331,9.99481,6.079364693,6.426331,20.21416055,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.08583945127,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
42,4739,n,19.27173,7.123745,9.311888,7.042671818,7.123745,20.21167012,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.08832988135,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
43,4740,n,18.81823,-1.806595,9.594005,6.522512049,-1.806595,20.09048404,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.2095159628,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
44,4741,n,14.12267,-3.87563,14.38619,-0.186336779,-3.87563,20.15880823,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.1411917701,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
45,4742,n,14.47524,-7.184923,14.13539,0.2403102396,-7.184923,20.23077049,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.06922951298,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
46,4743,n,11.49755,-2.761148,16.36375,-3.440923019,-2.761148,19.70091416,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.0009141626728,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
47,4744,n,11.34171,-7.986067,17.13089,-4.093568436,-7.986067,20.13316854,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.166831462,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
48,4745,n,14.11395,9.362727,13.84145,0.1926865979,9.362727,19.76745291,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.06745291078,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
49,4746,n,10.45659,-6.504296,17.42227,-4.925479564,-6.504296,19.71333096,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.01333095775,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
50,4747,n,18.8332,-3.776816,9.178741,6.826733428,-3.776816,19.80743344,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.1074334353,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
51,4748,n,13.38905,9.030614,15.26838,-1.328886987,9.030614,20.26386308,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.03613691562,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
52,4749,n,20.09876,2.381838,8.098362,8.485562803,2.381838,19.93837618,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.2383761761,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
53,4750,n,19.12085,-0.160172,8.758401,7.327357958,-0.160172,19.71360744,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.0136074365,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
54,4751,n,18.21143,-7.588133,9.884256,5.888201204,-7.588133,19.86665009,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.1666500927,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
55,4752,n,14.64026,-8.104245,13.37643,0.8936627633,-8.104245,19.81079149,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.1107914854,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
56,4753,n,10.98035,-4.460913,17.5923,-4.675354682,-4.460913,20.20391457,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.09608542853,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
57,4754,n,7.589593,2.966404,20.31058,-8.995096171,2.966404,19.72840152,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.02840152458,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
58,4755,n,21.22309,1.712244,7.244613,9.884275877,1.712244,20.12970584,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.1702941639,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
59,4756,n,13.83891,-7.070215,14.71071,-0.6164556918,-7.070215,20.1876299,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.1123700977,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
60,4757,n,12.61639,9.498196,15.30682,-1.902421297,9.498196,19.74469114,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.0446911435,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
61,4758,n,21.24014,-2.799425,7.116672,9.986799997,-2.799425,20.05129406,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.02826174144,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
62,4759,n,11.35096,8.245481,17.28258,-4.194288725,8.245481,20.2469703,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.05302969662,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
63,4760,n,8.216557,3.683012,20.29082,-8.537793245,3.683012,20.15775959,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.1422404095,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
64,4761,n,8.561252,3.800979,20.09226,-8.153653951,3.800979,20.26109264,inverse InstrumentFrame.Rotation 0 45 0 before static containment,ColdPlate_4K,Copper,R0000004,PCON,2,True,ColdPlate_4K,ColdPlate_4K,Copper,R0000004,2,1,1,0.03890735999,True,PASS_STATIC_CONTAINMENT,declared source_volume is the deepest translated static geometry object containing the coordinate,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816
