resampled_history_id,selected_position_row_index,common_event_id,source_event_id,production_tag,Z,A,isomer,x_cm,y_cm,z_cm,source_volume,resolved_static_material,original_activity_weight_Bq,sampling_probability,selection_u64
517,5264,5264,11603,n,29,64,0,13.84395,1.660937,2.056496,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,14017968508249190601
518,5159,5159,11498,n,29,64,0,9.71194,-5.131452,5.882338,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,13737029061476421088
519,6012,6012,234527,n,29,64,0,-0.9297558,-1.643098,-3.779151,Cu_SubstrateSupport_OpenRing_L5_ZP_panel,Copper,0.000678780175728175282762852533,0.00014436280272258657460993552082974162379489820087854710967490579585821184334744206,16008324768657233542
520,2432,2432,7129,n,29,64,0,17.88343,4.339481,10.45298,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6476318303601550002
521,523,523,5220,n,29,64,0,17.77503,6.489541,10.13922,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,1390553397245676695
522,221,221,4918,n,29,64,0,15.90711,-8.102433,12.67775,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,587272987951865205
523,556,556,5253,n,29,64,0,14.519,-5.939364,13.51077,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,1479998996355343470
524,5214,5214,11553,n,29,64,0,6.313355,-3.214433,9.487541,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,13884846219570666990
525,83,83,4780,n,29,64,0,20.05779,3.23927,8.472701,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,219391504940446309
526,6161,6161,234695,n,29,64,0,13.14052,-1.395425,13.29339,DR_4K_Condenser_Cu,Copper,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,0.00014436280272258657460993552083671473057658129698784139404211907867558047352741505,16404725773390012611
527,5397,5397,233705,n,29,64,0,-6.409955,-1.256575,-7.549459,Cu_50mK_StillLike_Can_bottom_cap_2mm,Copper,0.00067878017572817528276285253315508021390374331550802139037433155080213903743315508,0.00014436280272258657460993552086272404597884846028320376487704562822164795775485443,14369697770035757470
528,1177,1177,5874,n,29,64,0,11.35206,5.440462,17.31995,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,3132892975305302619
529,122,122,4819,n,29,64,0,13.58971,-1.468273,14.34043,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,323957730310382374
530,199,199,4896,n,29,64,0,14.37935,4.200629,13.76932,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,527418386995440634
531,4288,4288,10627,n,29,64,0,11.22749,1.130839,3.99507,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11418090391496845587
532,6043,6043,234565,n,29,64,0,-0.5434701,1.899697,-5.241772,Cu_SubstrateSupport_SolidDisk_L0_deepest,Copper,0.00067878017572817528276285253272727272727272727272727272727272727272727272727272727,0.00014436280272258657460993552077173805374726153778759919880217712515010005594130306,16091249453777900427
533,4579,4579,10918,n,29,64,0,10.9366,3.410499,4.821461,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,12191752661268914051
534,3654,3654,9779,n,29,64,0,2.994338,-1.16479,-3.376554,ColdPlate_MXC_50mK_SD_anchor,Copper,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,9729151739372988762
535,2601,2601,7298,n,29,64,0,14.97255,-6.989723,13.2077,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6926354467923276892
536,5763,5763,234219,n,29,64,0,-9.969304,2.136986,0.3273144,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,Copper,0.00067878017572817528276285253271889400921658986175115207373271889400921658986175115,0.00014436280272258657460993552076995607002844013492766224301499652082727020072145240,15346524724029586571
537,1942,1942,6639,n,29,64,0,9.896225,8.417221,18.00198,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,5171257178253404740
538,3506,3506,9631,n,29,64,0,4.301125,-3.09138,-4.01718,ColdPlate_MXC_50mK_SD_anchor,Copper,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,9334281108694772040
539,1405,1405,6102,n,29,64,0,7.352998,2.220591,20.71197,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,3739218230981000339
540,122,122,4819,n,29,64,0,13.58971,-1.468273,14.34043,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,323456459590180765
541,4549,4549,10888,n,29,64,0,13.12774,2.609199,2.397061,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,12112290541844413901
542,1548,1548,6245,n,29,64,0,17.78855,-4.965816,10.88194,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,4119835873109863877
543,4205,4205,10544,n,29,64,0,7.306853,-8.067412,8.552971,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11196194635727523565
544,4347,4347,10686,n,29,64,0,10.65254,1.566528,5.255577,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11574437591683173497
545,785,785,5482,n,29,64,0,19.77822,-2.885082,8.328118,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,2090048778046266913
546,1934,1934,6631,n,29,64,0,12.72204,-3.168337,15.24762,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,5148165257210075650
547,4502,4502,10841,n,29,64,0,11.65195,-2.266212,4.226099,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11986508773047962880
548,6085,6085,234619,n,29,64,0,13.98833,1.618566,13.48675,DR_4K_Condenser_Cu,Copper,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,0.00014436280272258657460993552083671473057658129698784139404211907867558047352741505,16202623555938010309
549,5788,5788,234244,n,29,64,0,-3.041444,7.576768,-3.461787,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,Copper,0.00067878017572817528276285253271889400921658986175115207373271889400921658986175115,0.00014436280272258657460993552076995607002844013492766224301499652082727020072145240,15412841151430168611
550,3127,3127,9025,n,29,64,0,6.630482,-5.019623,0.3495101,ColdPlate_CP_100mK_intercept,Copper,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,8326904186123384029
551,2368,2368,7065,n,29,64,0,8.985865,2.932225,19.48694,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6305875789550602320
552,3672,3672,9797,n,29,64,0,-1.840549,5.749377,1.720658,ColdPlate_MXC_50mK_SD_anchor,Copper,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,9777543714381984455
553,646,646,5343,n,29,64,0,15.35767,-0.848077,13.01665,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,1718768156907266852
554,1043,1043,5740,n,29,64,0,8.485804,-6.333699,19.45873,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,2777432557511516877
555,2806,2806,8704,n,29,64,0,5.808142,-5.71052,1.35117,ColdPlate_CP_100mK_intercept,Copper,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,7470698099706956664
556,4224,4224,10563,n,29,64,0,11.05885,-0.1924352,4.710988,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11248283659993301034
557,1701,1701,6398,n,29,64,0,7.330686,1.174934,21.20245,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,4528716138057242458
558,692,692,5389,n,29,64,0,20.59969,0.4782253,7.868746,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,1842199770263974297
559,5360,5360,233668,n,29,64,0,-11.1264,3.110216,-2.820655,Cu_50mK_StillLike_Can_bottom_cap_2mm,Copper,0.00067878017572817528276285253315508021390374331550802139037433155080213903743315508,0.00014436280272258657460993552086272404597884846028320376487704562822164795775485443,14273074435181117709
560,394,394,5091,n,29,64,0,18.17273,-5.601805,9.874103,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,1047356438536945989
561,3240,3240,9138,n,29,64,0,5.298593,-5.111667,1.868339,ColdPlate_CP_100mK_intercept,Copper,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,8626853614214242111
562,3459,3459,9584,n,29,64,0,0.8900796,2.553592,-1.145064,ColdPlate_MXC_50mK_SD_anchor,Copper,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,9210319613312822415
563,48,48,4745,n,29,64,0,14.11395,9.362727,13.84145,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,126864832056804546
564,6808,6808,236730,n,29,64,0,6.694607,1.395467,6.444147,DR_Still_Pot_Cu,Copper,0.00067878017572817528276285253299492385786802030456852791878172588832487309644670051,0.00014436280272258657460993552082866203112057670630325027884647937389917761380181172,18129152684260672063
565,5254,5254,11593,n,29,64,0,3.406626,4.187124,12.00775,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,13990612558779979731
566,5285,5285,233593,n,29,64,0,-3.73089,5.711281,-10.12813,Cu_50mK_StillLike_Can_bottom_cap_2mm,Copper,0.00067878017572817528276285253315508021390374331550802139037433155080213903743315508,0.00014436280272258657460993552086272404597884846028320376487704562822164795775485443,14072491031284453920
567,2642,2642,7339,n,29,64,0,9.372798,-8.041319,18.65583,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,7034080397388724303
568,846,846,5543,n,29,64,0,17.44376,3.86044,10.85751,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,2252870044599283278
569,6780,6780,236702,n,29,64,0,6.121441,-0.07329353,7.523934,DR_Still_Pot_Cu,Copper,0.00067878017572817528276285253299492385786802030456852791878172588832487309644670051,0.00014436280272258657460993552082866203112057670630325027884647937389917761380181172,18053645865570321049
570,2726,2726,8624,n,29,64,0,7.406078,-5.618989,-0.03102257,ColdPlate_CP_100mK_intercept,Copper,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,7257659217814018091
571,1140,1140,5837,n,29,64,0,20.3549,4.10454,7.569216,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,3033657942288410998
572,5553,5553,233906,n,29,64,0,0.9840896,-7.096852,-2.682291,Cu_50mK_StillLike_Can_side_wall_above_side_port,Copper,0.00067878017572817528276285253296703296703296703296703296703296703296703296703296703,0.00014436280272258657460993552082273020323968937347194901055842211038800052838626042,14787569027410130914
573,382,382,5079,n,29,64,0,13.77745,-6.019996,14.55365,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,1015493127262843886
574,1028,1028,5725,n,29,64,0,16.83713,5.689396,11.33789,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,2735516580263710850
575,4082,4082,10421,n,29,64,0,5.494759,7.38017,10.29488,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,10868726167968763075
576,4532,4532,10871,n,29,64,0,7.245616,4.233452,8.611023,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,12066372170879163423
577,4657,4657,10996,n,29,64,0,9.869115,-7.834178,5.27895,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,12400556857143915180
578,2250,2250,6947,n,29,64,0,9.659217,-7.639227,18.70964,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,5990092550151239495
579,4956,4956,11295,n,29,64,0,10.48209,6.425803,5.126884,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,13196288344263670976
580,5220,5220,11559,n,29,64,0,6.299801,2.391281,9.60554,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,13898528052357557896
581,5833,5833,234289,n,29,64,0,-6.049074,-6.819829,-1.681371,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,Copper,0.00067878017572817528276285253271889400921658986175115207373271889400921658986175115,0.00014436280272258657460993552076995607002844013492766224301499652082727020072145240,15532779053165429997
582,1097,1097,5794,n,29,64,0,12.19062,-4.088486,16.15599,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,2918933068961458287
583,384,384,5081,n,29,64,0,9.52738,-3.862292,19.12623,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,1021800071511750921
584,1447,1447,6144,n,29,64,0,11.36554,-4.698874,16.54536,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,3852219518781077412
585,5872,5872,234328,n,29,64,0,-0.7973046,6.420884,-6.525586,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,Copper,0.00067878017572817528276285253271889400921658986175115207373271889400921658986175115,0.00014436280272258657460993552076995607002844013492766224301499652082727020072145240,15635410605275411546
586,753,753,5450,n,29,64,0,10.42631,-6.656524,17.57206,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,2003581314414696210
587,608,608,5305,n,29,64,0,10.55821,8.041875,17.51673,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,1617577615233486054
588,3209,3209,9107,n,29,64,0,-0.1939754,2.646984,7.200231,ColdPlate_CP_100mK_intercept,Copper,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,8544209180575888403
589,2952,2952,8850,n,29,64,0,1.859567,4.194833,5.459632,ColdPlate_CP_100mK_intercept,Copper,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,7859424029944711009
590,6710,6710,236632,n,29,64,0,7.553885,-0.7921479,7.350073,DR_Still_Pot_Cu,Copper,0.00067878017572817528276285253299492385786802030456852791878172588832487309644670051,0.00014436280272258657460993552082866203112057670630325027884647937389917761380181172,17867030645637911626
591,6038,6038,234560,n,29,64,0,-0.2338889,-0.07356532,-5.26698,Cu_SubstrateSupport_SolidDisk_L0_deepest,Copper,0.00067878017572817528276285253272727272727272727272727272727272727272727272727272727,0.00014436280272258657460993552077173805374726153778759919880217712515010005594130306,16077207776724302047
592,1695,1695,6392,n,29,64,0,20.17916,4.830597,7.824052,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,4513398493515459423
593,6622,6622,236490,n,29,64,0,-0.8430729,-0.3512432,1.448887,DR_MixingChamber_Cu,Copper,0.00067878017572817528276285253292929292929292929292929292929292929292929292929292929,0.00014436280272258657460993552081470366118995536229941246611530947382277545401992454,17633172852679340554
594,1261,1261,5958,n,29,64,0,9.343115,-8.061564,18.56189,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,3355830907964643852
595,5575,5575,233928,n,29,64,0,-4.04795,-6.121713,2.405023,Cu_50mK_StillLike_Can_side_wall_above_side_port,Copper,0.00067878017572817528276285253296703296703296703296703296703296703296703296703296703,0.00014436280272258657460993552082273020323968937347194901055842211038800052838626042,14844079834348708270
596,2286,2286,6983,n,29,64,0,10.86695,-3.801551,17.32682,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6087521949312178144
597,4065,4065,10404,n,29,64,0,5.580367,-2.243261,9.835347,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,10823264689555266477
598,2927,2927,8825,n,29,64,0,6.844214,5.338766,0.2345781,ColdPlate_CP_100mK_intercept,Copper,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,7792726608029444056
599,5638,5638,234039,n,29,64,0,-2.209464,-4.935054,-10.46289,Cu_50mK_StillLike_Can_side_wall_below_side_port,Copper,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,0.00014436280272258657460993552083671473057658129698784139404211907867558047352741505,15011836155931274484
600,4372,4372,10711,n,29,64,0,3.730658,-5.34671,11.56355,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11642582786637821650
601,4008,4008,10347,n,29,64,0,4.816017,6.644887,10.85183,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,10671822078610897211
602,1403,1403,6100,n,29,64,0,10.03521,-7.920267,18.54307,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,3734398311555815792
603,3200,3200,9098,n,29,64,0,6.179763,-6.327456,0.7693804,ColdPlate_CP_100mK_intercept,Copper,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,8521040094585089726
604,5346,5346,233654,n,29,64,0,-7.916968,0.8899742,-5.841281,Cu_50mK_StillLike_Can_bottom_cap_2mm,Copper,0.00067878017572817528276285253315508021390374331550802139037433155080213903743315508,0.00014436280272258657460993552086272404597884846028320376487704562822164795775485443,14236060357394148385
605,5705,5705,234106,n,29,64,0,-0.7961156,0.8433735,-11.53748,Cu_50mK_StillLike_Can_side_wall_below_side_port,Copper,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,0.00014436280272258657460993552083671473057658129698784139404211907867558047352741505,15191478807702388277
606,3593,3593,9718,n,29,64,0,-3.015422,5.561765,3.09148,ColdPlate_MXC_50mK_SD_anchor,Copper,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,9567523483509561292
607,1592,1592,6289,n,29,64,0,13.78223,8.880646,14.23477,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,4239167106044734543
608,3584,3584,9709,n,29,64,0,1.350788,7.364533,-1.133507,ColdPlate_MXC_50mK_SD_anchor,Copper,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,9542729466728876092
609,5453,5453,233761,n,29,64,0,-4.587235,-3.085059,-9.230302,Cu_50mK_StillLike_Can_bottom_cap_2mm,Copper,0.00067878017572817528276285253315508021390374331550802139037433155080213903743315508,0.00014436280272258657460993552086272404597884846028320376487704562822164795775485443,14519811742068745127
610,6527,6527,235311,n,29,64,0,6.134536,5.249552,7.41282,DR_Continuous_HEX_CuNi_CP_to_Still,CuNi,0.00067878017572817528276285253302083333333333333333333333333333333333333333333333333,0.00014436280272258657460993552083417245206242600153132785286657256931508149377429990,17381333063304531493
611,3677,3677,9802,n,29,64,0,4.103238,-0.5432355,-4.244518,ColdPlate_MXC_50mK_SD_anchor,Copper,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,9790954203113914270
612,482,482,5179,n,29,64,0,18.30209,-5.159112,9.63403,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,1281991624263628955
613,3753,3753,9878,n,29,64,0,-3.981018,-5.178177,3.928312,ColdPlate_MXC_50mK_SD_anchor,Copper,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,9993275768414664142
614,741,741,5438,n,29,64,0,13.62703,-5.392526,15.03379,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,1971510794006259008
615,1204,1204,5901,n,29,64,0,8.867344,6.607537,19.22341,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,3206227274680575580
616,1288,1288,5985,n,29,64,0,15.14631,-4.314978,13.1943,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,3427405567449599022
617,5196,5196,11535,n,29,64,0,2.703084,5.163276,12.62464,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,13836966708393019565
618,4266,4266,10605,n,29,64,0,8.458654,-7.864216,7.015005,ColdPlate_Still_0p7K,Copper,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11360106555024069543
619,6685,6685,236553,n,29,64,0,0.1258937,-0.4073222,1.74872,DR_MixingChamber_Cu,Copper,0.00067878017572817528276285253292929292929292929292929292929292929292929292929292929,0.00014436280272258657460993552081470366118995536229941246611530947382277545401992454,17801348891487345580
620,2919,2919,8817,n,29,64,0,6.597253,6.07207,0.2525442,ColdPlate_CP_100mK_intercept,Copper,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,7772391759829936140
621,2737,2737,8635,n,29,64,0,1.762272,2.508768,5.57675,ColdPlate_CP_100mK_intercept,Copper,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,7288481657656460148
622,2341,2341,7038,n,29,64,0,13.03194,-5.772975,15.37214,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6233049314823565937
623,5816,5816,234272,n,29,64,0,-4.569365,6.922008,-0.5341718,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,Copper,0.00067878017572817528276285253271889400921658986175115207373271889400921658986175115,0.00014436280272258657460993552076995607002844013492766224301499652082727020072145240,15486598534562283306
624,3132,3132,9030,n,29,64,0,-0.4503253,3.44431,7.771854,ColdPlate_CP_100mK_intercept,Copper,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,8340562392355279877
625,6064,6064,234598,n,29,64,0,14.70847,-0.1216997,12.37567,DR_4K_Condenser_Cu,Copper,0.00067878017572817528276285253303278688524590163934426229508196721311475409836065574,0.00014436280272258657460993552083671473057658129698784139404211907867558047352741505,16147450433153882858
626,686,686,5383,n,29,64,0,18.95663,5.032694,9.026875,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,1825493846992231226
627,2126,2126,6823,n,29,64,0,8.123399,-2.330122,20.02822,ColdPlate_4K,Copper,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,5661198428064628862
