canonical_differs_from_source_volume,rows,activity_weight_Bq,activity_fraction
False,6710,4.5546096450159967160868234747795999999999999999999999999999999999999999999999417,0.96867327180919871330964399199291953280382849072069729326574575498048236644344478
True,217,0.14729529813301403635953899959999999999999999999999999999999999999999999999999990,0.031326728190801286690356008007080467196171509279302706734254245019517633556555220
